pmid,autor,nombres_originales,n_filiaciones,filiacion_ids
29774754,Gobetto N,"[""Gobetto N""]",1,"[""aff_cde3ccd212863f06""]"
29774754,Moguilevsky J,"[""Moguilevsky J A""]",1,"[""aff_2b2397cf9a636559""]"
29774754,Ponzo O,"[""Ponzo O J""]",1,"[""aff_cde3ccd212863f06""]"
29774754,Reynoso R,"[""Reynoso R""]",1,"[""aff_cde3ccd212863f06""]"
29774754,Samaniego Y,"[""Samaniego Y A""]",1,"[""aff_cde3ccd212863f06""]"
29790838,Capurro C,"[""Capurro Claudia""]",2,"[""aff_234d495e582015a6"", ""aff_b02fd2ea60e937e0""]"
29790838,Ford P,"[""Ford Paula""]",2,"[""aff_234d495e582015a6"", ""aff_b02fd2ea60e937e0""]"
29790838,Netti V,"[""Netti Vanina""]",2,"[""aff_234d495e582015a6"", ""aff_b02fd2ea60e937e0""]"
29790838,Pasantes-Morales H,"[""Pasantes-Morales Herminia""]",1,"[""aff_7086b8256e5d4e68""]"
29790838,Perez-Dominguez M,"[""Pérez-Domínguez Martha""]",1,"[""aff_6d11923e4f1c6981""]"
29790838,Pizzoni A,"[""Pizzoni Alejandro""]",2,"[""aff_234d495e582015a6"", ""aff_b02fd2ea60e937e0""]"
29790838,Ramos-Mandujano G,"[""Ramos-Mandujano Gerardo""]",1,"[""aff_7086b8256e5d4e68""]"
29807709,Barth S,"[""Barth Stefanie A""]",1,"[""aff_5990a59080f9c536""]"
29807709,Cataldi A,"[""Cataldi Angel""]",1,"[""aff_4e1d03a05ef1bbaf""]"
29807709,Fiorentino G,"[""Fiorentino Gabriela A""]",1,"[""aff_a75dd5566e846f78""]"
29807709,Garbaccio S,"[""Garbaccio Sergio G""]",1,"[""aff_28ab0e2471b0a7f8""]"
29807709,Garimano N,"[""Garimano Nicolás""]",1,"[""aff_b5a79ef2b453d0da""]"
29807709,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_b5a79ef2b453d0da""]"
29807709,Martorelli L,"[""Martorelli Luisina""]",1,"[""aff_28ab0e2471b0a7f8""]"
29807709,Menge C,"[""Menge Christian""]",1,"[""aff_5990a59080f9c536""]"
29807709,Palermo M,"[""Palermo Marina S""]",1,"[""aff_a75dd5566e846f78""]"
29807709,Vilte D,"[""Vilte Daniel A""]",1,"[""aff_28ab0e2471b0a7f8""]"
30102439,Bernabeu R,"[""Bernabeu Ramon Oscar""]",2,"[""aff_30c8abd41e24c198"", ""aff_3c1f1aa6a5d6ee60""]"
30102439,Faillace M,"[""Faillace Maria Paula""]",2,"[""aff_30c8abd41e24c198"", ""aff_3c1f1aa6a5d6ee60""]"
30102439,Medrano M,"[""Medrano Matias Pedro""]",1,"[""aff_3c1f1aa6a5d6ee60""]"
30102439,Paez N,"[""Paez Natalia""]",1,"[""aff_3c1f1aa6a5d6ee60""]"
30102439,Pisera Fuster A,"[""Pisera Fuster Antonella""]",1,"[""aff_3c1f1aa6a5d6ee60""]"
30102439,Sanchis P,"[""Sanchis Pablo Antonio""]",1,"[""aff_3c1f1aa6a5d6ee60""]"
30139698,Collazo A,"[""Collazo Anabella""]",1,"[""aff_a966b07114e8a21b""]"
30139698,Costales-Collaguazo C,"[""Costales-Collaguazo Cristian""]",1,"[""aff_f6d92ce8a4c60f3e""]"
30139698,Fainboin A,"[""Fainboin Alejandro""]",1,"[""aff_a966b07114e8a21b""]"
30139698,Isse L,"[""Isse Lorena""]",1,"[""aff_a966b07114e8a21b""]"
30139698,Liern M,"[""Liern Miguel""]",1,"[""aff_21db1d70fad0d3d7""]"
30139698,Ochoa F,"[""Ochoa Federico""]",1,"[""aff_b051ddc926791c54""]"
30139698,Valencia M,"[""Valencia Maylin""]",1,"[""aff_a966b07114e8a21b""]"
30139698,Vallejo G,"[""Vallejo Graciela""]",1,"[""aff_a966b07114e8a21b""]"
30139698,Zotta E,"[""Zotta Elsa""]",1,"[""aff_f6d92ce8a4c60f3e""]"
30204500,Calo G,"[""Calo Guillermina""]",1,"[""aff_f85484e8d1a3559d""]"
30204500,Gallino L,"[""Gallino Lucila""]",1,"[""aff_f85484e8d1a3559d""]"
30204500,Hauk V,"[""Hauk Vanesa""]",1,"[""aff_f85484e8d1a3559d""]"
30204500,Leiros C,"[""Leirós Claudia Pérez""]",1,"[""aff_f85484e8d1a3559d""]"
30204500,Merech F,"[""Merech Fátima""]",1,"[""aff_f85484e8d1a3559d""]"
30204500,Ochoa F,"[""Ochoa Federico""]",1,"[""aff_cb48feaf2ccd917a""]"
30204500,Paparini D,"[""Paparini Daniel""]",1,"[""aff_f85484e8d1a3559d""]"
30204500,Ramhorst R,"[""Ramhorst Rosanna""]",1,"[""aff_f85484e8d1a3559d""]"
30204500,Vota D,"[""Vota Daiana""]",1,"[""aff_f85484e8d1a3559d""]"
30204500,Waschek J,"[""Waschek James""]",1,"[""aff_d454cf05b6ad6d1b""]"
30204500,Zotta E,"[""Zotta Elsa""]",2,"[""aff_1f01facd1ca0d1c5"", ""aff_cb48feaf2ccd917a""]"
30274180,Amaral M,"[""Amaral Maria M""]",1,"[""aff_917d03aa56a11138""]"
30274180,Bentancor L,"[""Bentancor Leticia""]",1,"[""aff_94d6ea99254aa763""]"
30274180,Galli L,"[""Galli Lucia""]",1,"[""aff_9be17f27dbf2a9ae""]"
30274180,Goldstein J,"[""Goldstein Jorge""]",1,"[""aff_03494a1f040dd060""]"
30274180,Kruger A,"[""Krüger Alejandra""]",1,"[""aff_7f569a3a1ea595f5""]"
30274180,Rojas-Lopez M,"[""Rojas-Lopez Maricarmen""]",1,"[""aff_b3c737898285b4ba""]"
30274180,Torres A,"[""Torres Alfredo G""]",1,"[""aff_c680a196d79bd9f4""]"
30283405,Alsina R,"[""Alsina Ramiro""]",1,"[""aff_ce6f79848aec9c32""]"
30283405,Bumaschny V,"[""Bumaschny Viviana Florencia""]",2,"[""aff_7c732adf1e570f60"", ""aff_ce6f79848aec9c32""]"
30283405,Trotta M,"[""Trotta Milagros""]",1,"[""aff_ce6f79848aec9c32""]"
30300837,Bazzano M,"[""Bazzano María Victoria""]",1,"[""aff_8e0c29e30a934c10""]"
30300837,Beron de Astrada M,"[""Berón de Astrada Martín""]",1,"[""aff_60d79c5e6658cf61""]"
30300837,Elia E,"[""Elia Evelin Mariel""]",1,"[""aff_189a05fa4ae9b3ab""]"
30300837,Martinez N,"[""Martinez Nora""]",1,"[""aff_687510cbc1741c8b""]"
30300837,Sarrible G,"[""Sarrible Gisela Belén""]",1,"[""aff_34ae008b6fce664d""]"
30360505,Amaral M,"[""Amaral María Marta""]",1,"[""aff_165331cabbe62142""]"
30360505,Burdet J,"[""Burdet Juliana""]",1,"[""aff_2dd1bb076cf95d05""]"
30360505,Franchi A,"[""Franchi Ana María""]",1,"[""aff_24ce7c53e152bf8d""]"
30360505,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_2b89bc840ddf09b3""]"
30360505,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_b388351409a5cbda""]"
30360505,Scalise M,"[""Scalise María Luján""]",1,"[""aff_b9ac7fdb5bd918b2""]"
30425647,Castro Parodi M,"[""Castro Parodi Mauricio""]",1,"[""aff_385bd095785cb599""]"
30425647,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_385bd095785cb599"", ""aff_f080ded293ce2aeb""]"
30425647,Di Paola M,"[""Di Paola Mauricio""]",2,"[""aff_385bd095785cb599"", ""aff_f080ded293ce2aeb""]"
30425647,Martinez N,"[""Martínez Nora A""]",1,"[""aff_f080ded293ce2aeb""]"
30425647,Medina Y,"[""Medina Yollyseth""]",1,"[""aff_f080ded293ce2aeb""]"
30425647,Reppetti J,"[""Reppetti Julieta""]",1,"[""aff_f080ded293ce2aeb""]"
30425647,Seyahian A,"[""Seyahian Abril""]",1,"[""aff_f080ded293ce2aeb""]"
30425647,Szpilbarg N,"[""Szpilbarg Natalia""]",1,"[""aff_f080ded293ce2aeb""]"
30458250,Dos Santos-Rodrigues A,"[""Dos Santos-Rodrigues Alexandre""]",1,"[""aff_c08df1959fc57920""]"
30458250,Faillace M,"[""Faillace Maria Paula""]",1,"[""aff_ad76a3ad070e1253""]"
30458250,Mitchell C,"[""Mitchell Claire H""]",1,"[""aff_c59eabd3262836e4""]"
30458250,Ventura A,"[""Ventura Ana Lucia Marques""]",1,"[""aff_6fce53bcf507b3fa""]"
30466042,Albano J,"[""Albano Juan M R""]",1,"[""aff_7417f3a9ca9169e3""]"
30466042,Facelli J,"[""Facelli Julio C""]",1,"[""aff_08498a86af13ef24""]"
30466042,Ferraro M,"[""Ferraro Marta B""]",1,"[""aff_7417f3a9ca9169e3""]"
30466042,Mussini N,"[""Mussini Nahuel""]",1,"[""aff_7417f3a9ca9169e3""]"
30466042,Pickholz M,"[""Pickholz Mónica""]",1,"[""aff_7417f3a9ca9169e3""]"
30466042,Toriano R,"[""Toriano Roxana""]",1,"[""aff_43eb1bc5d1636ebd""]"
30513821,Amaral M,"[""Amaral Maria Marta""]",1,"[""aff_6e5aeff254278ce8""]"
30513821,Bernal A,"[""Bernal Alan Mauro""]",1,"[""aff_6dff560c5f340b71""]"
30513821,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_006f54e77981bbc8""]"
30513821,Luz D,"[""Luz Daniela""]",1,"[""aff_5146a71bc9957c18""]"
30513821,Moro A,"[""Moro Ana Maria""]",1,"[""aff_2415f7279b61bf72""]"
30513821,Palermo M,"[""Palermo Marina Sandra""]",1,"[""aff_951ebe8e48279c82""]"
30513821,Piazza R,"[""Piazza Roxane Maria Fontes""]",1,"[""aff_159c515b0f14b80a""]"
30513821,Quintilio W,"[""Quintilio Wagner""]",1,"[""aff_846d2fbb48b802d7""]"
30513821,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_ce671baa0b2f13d8""]"
30539720,Castro-Parodi M,"[""Castro-Parodi Mauricio""]",1,"[""aff_4b3d9d283afbef14""]"
30539720,Damiano A,"[""Damiano Alicia E""]",1,"[""aff_347ed524c56d4304""]"
30539720,Farina M,"[""Farina Mariana""]",1,"[""aff_2b484cfe4722d8d4""]"
30539720,Martinez N,"[""Martinez Nora""]",1,"[""aff_9778f7d279e99363""]"
30539720,Paola M,"[""Paola Mauricio Di""]",1,"[""aff_c4177f388ce3d737""]"
30539720,Seyahian A,"[""Seyahian Abril""]",1,"[""aff_9778f7d279e99363""]"
30539720,Szpilbarg N,"[""Szpilbarg Natalia""]",1,"[""aff_9778f7d279e99363""]"
30564135,Aban C,"[""Abán Cyntia E""]",1,"[""aff_5ac5df57aa4974a5""]"
30564135,Accialini P,"[""Accialini Paula L""]",1,"[""aff_b69ee39b3cc67bfe""]"
30564135,Etcheverry T,"[""Etcheverry Tomás""]",1,"[""aff_b69ee39b3cc67bfe""]"
30564135,Farina M,"[""Farina Mariana G""]",2,"[""aff_81d6ffcea2ee2436"", ""aff_b69ee39b3cc67bfe""]"
30564135,Leguizamon G,"[""Leguizamón Gustavo F""]",1,"[""aff_a623d90c4b933864""]"
30564135,Martinez N,"[""Martinez Nora A""]",2,"[""aff_789f6b4484afab70"", ""aff_81d6ffcea2ee2436""]"
30619183,Bentancor L,"[""Bentancor Leticia V""]",1,"[""aff_7c59d6b55309d6cb""]"
30619183,Del Cogliano M,"[""Del Cogliano Manuel E""]",1,"[""aff_7c59d6b55309d6cb""]"
30619183,Fernandez-Brando R,"[""Fernández-Brando Romina Jimena""]",1,"[""aff_17cff9d429023f4e""]"
30619183,Ghiringhelli P,"[""Ghiringhelli Pablo D""]",1,"[""aff_7c59d6b55309d6cb""]"
30619183,Goldstein J,"[""Goldstein Jorge""]",1,"[""aff_03ead5288da3ca93""]"
30619183,Muniesa M,"[""Muniesa Maite""]",1,"[""aff_18c4f371625298dc""]"
30619183,Ochoa F,"[""Ochoa Federico""]",1,"[""aff_0348daa324e368d4""]"
30619183,Palermo M,"[""Palermo Marina S""]",1,"[""aff_17cff9d429023f4e""]"
30619183,Pinto A,"[""Pinto Alipio""]",1,"[""aff_03ead5288da3ca93""]"
30619183,Zotta E,"[""Zotta Elsa""]",1,"[""aff_0348daa324e368d4""]"
30620717,Amaral M,"[""Amaral María Marta""]",1,"[""aff_ac2cbbf7768f6cdf""]"
30620717,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_385bd095785cb599"", ""aff_3cca1a26b7ad8bc3""]"
30620717,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_ac2cbbf7768f6cdf""]"
30620717,Reppetti J,"[""Reppetti Julieta""]",1,"[""aff_3cca1a26b7ad8bc3""]"
30620717,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_ac2cbbf7768f6cdf""]"
30620717,Scalise M,"[""Scalise María Luján""]",1,"[""aff_ac2cbbf7768f6cdf""]"
30628061,Acosta L,"[""Acosta Luis Ernesto""]",2,"[""aff_40c7a82f2c8aa783"", ""aff_ddae692c92ed8cbb""]"
30628061,Brocardo L,"[""Brocardo Lucila""]",2,"[""aff_40c7a82f2c8aa783"", ""aff_ddae692c92ed8cbb""]"
30628061,Capurro C,"[""Capurro Claudia""]",2,"[""aff_40c7a82f2c8aa783"", ""aff_ddae692c92ed8cbb""]"
30628061,Greer C,"[""Greer Charles A""]",2,"[""aff_7917923f159f2c75"", ""aff_d980a4294f72dfd1""]"
30628061,Piantanida A,"[""Piantanida Ana Paula""]",2,"[""aff_40c7a82f2c8aa783"", ""aff_ddae692c92ed8cbb""]"
30628061,Rela L,"[""Rela Lorena""]",2,"[""aff_40c7a82f2c8aa783"", ""aff_ddae692c92ed8cbb""]"
30658119,Bustamante J,"[""Bustamante J""]",1,"[""aff_897c40e6df90ec1b""]"
30658119,Cutrera R,"[""Cutrera R""]",1,"[""aff_e4cfad4c689b1ea7""]"
30658119,Karadayian A,"[""Karadayian A G""]",1,"[""aff_1f709089357dee21""]"
30658119,Lombardi P,"[""Lombardi P""]",1,"[""aff_1f709089357dee21""]"
30658119,Lores-Arnaiz S,"[""Lores-Arnaiz S""]",1,"[""aff_ad7429af760076cc""]"
30732602,Arenas D,"[""Arenas David""]",1,"[""aff_8b57ce94a9f65a09""]"
30732602,Berdasco C,"[""Berdasco Clara""]",1,"[""aff_8b57ce94a9f65a09""]"
30732602,Calabro V,"[""Calabró Valeria""]",1,"[""aff_1c3b2e65cc5db0d1""]"
30732602,Cangelosi A,"[""Cangelosi Adriana""]",1,"[""aff_00f73494364c1707""]"
30732602,Evelson P,"[""Evelson Pablo""]",2,"[""aff_14f4c08569899194"", ""aff_1c3b2e65cc5db0d1""]"
30732602,Geoghegan P,"[""Geoghegan Patricia""]",1,"[""aff_00f73494364c1707""]"
30732602,Goldstein J,"[""Goldstein Jorge""]",1,"[""aff_bb64ac42ebf9c6ff""]"
30732602,Pinto A,"[""Pinto Alipio""]",1,"[""aff_8b57ce94a9f65a09""]"
30746639,Belforte J,"[""Belforte J E""]",1,"[""aff_b1895623d35d2225""]"
30746639,Escande M,"[""Escande M V""]",1,"[""aff_b1895623d35d2225""]"
30746639,Gershanik O,"[""Gershanik O S""]",2,"[""aff_474dd01122e06115"", ""aff_5bcb4fb4b8b3ed23""]"
30746639,Gomez G,"[""Gomez G""]",2,"[""aff_474dd01122e06115"", ""aff_5bcb4fb4b8b3ed23""]"
30746639,Moratalla R,"[""Moratalla R""]",2,"[""aff_b3cb2146fe063764"", ""aff_be102b1b3275f070""]"
30746639,Murer M,"[""Murer M G""]",1,"[""aff_b1895623d35d2225""]"
30746639,Rela L,"[""Rela L""]",1,"[""aff_b1895623d35d2225""]"
30746639,Suarez L,"[""Suarez L M""]",2,"[""aff_b3cb2146fe063764"", ""aff_be102b1b3275f070""]"
30746639,Taravini I,"[""Taravini I R E""]",3,"[""aff_3e7ff306361189c7"", ""aff_b8b11627be8b8e1b"", ""aff_e2d98346afc74265""]"
30747154,Canzonieri R,"[""Canzonieri Romina""]",1,"[""aff_9f68a053f8172122""]"
30747154,Costales-Collaguazo C,"[""Costales-Collaguazo Cristian""]",1,"[""aff_bf3aef72481c723c""]"
30747154,Forrester M,"[""Forrester Mariano""]",1,"[""aff_d260c6cdb1b0bb08""]"
30747154,Gonzalez-Hoyos I,"[""González-Hoyos Ivan""]",1,"[""aff_d260c6cdb1b0bb08""]"
30747154,Iriarte R,"[""Iriarte Romina""]",1,"[""aff_d260c6cdb1b0bb08""]"
30747154,Lombi F,"[""Lombi Fernando""]",1,"[""aff_d260c6cdb1b0bb08""]"
30747154,Muryan A,"[""Muryan Alexis""]",1,"[""aff_9f68a053f8172122""]"
30747154,Paulero M,"[""Paulero Matias""]",1,"[""aff_d260c6cdb1b0bb08""]"
30747154,Politei J,"[""Politei Juan""]",1,"[""aff_7acc6e448316a8bb""]"
30747154,Pomeranz V,"[""Pomeranz Vanesa""]",1,"[""aff_d260c6cdb1b0bb08""]"
30747154,Rengel T,"[""Rengel Tatiana""]",1,"[""aff_d260c6cdb1b0bb08""]"
30747154,Schiel A,"[""Schiel Amalia""]",1,"[""aff_9f68a053f8172122""]"
30747154,Stern A,"[""Stern Anibal""]",1,"[""aff_9f68a053f8172122""]"
30747154,Trimarchi H,"[""Trimarchi Hernán""]",1,"[""aff_d260c6cdb1b0bb08""]"
30747154,Zotta E,"[""Zotta Elsa""]",1,"[""aff_bf3aef72481c723c""]"
30826460,Bernabeu R,"[""Bernabeu R""]",1,"[""aff_a9f9c1b68303a8e6""]"
30826460,Faillace M,"[""Faillace M P""]",1,"[""aff_1007b2e6587aeb19""]"
30826460,Pisera-Fuster A,"[""Pisera-Fuster A""]",1,"[""aff_1007b2e6587aeb19""]"
30826460,Rocco L,"[""Rocco L""]",1,"[""aff_1007b2e6587aeb19""]"
30842725,Merlo E,"[""Merlo Emiliano""]",2,"[""aff_3303d001c7b11acb"", ""aff_a3aff8ee1c072148""]"
30842725,Pagani M,"[""Pagani Mario Rafael""]",1,"[""aff_a3aff8ee1c072148""]"
30879772,Armando I,"[""Armando Inés""]",1,"[""aff_512a8311e6a3af21""]"
30879772,Azurmendi P,"[""Azurmendi Pablo J""]",1,"[""aff_022d1e64f078b3df""]"
30879772,Fischer Sigel L,"[""Fischer Sigel Lilian K""]",1,"[""aff_3e1e5a30e7a63365""]"
30879772,Ibarra F,"[""Ibarra Fernando R""]",1,"[""aff_747051c13abbb9ab""]"
30879772,Oddo E,"[""Oddo Elisabet M""]",1,"[""aff_022d1e64f078b3df""]"
30879772,Sanchez D,"[""Sánchez Daiana S""]",1,"[""aff_3e1e5a30e7a63365""]"
30879772,Silberstein C,"[""Silberstein Claudia""]",1,"[""aff_1fa9a60243ecf340""]"
30879772,Vlachovsky S,"[""Vlachovsky Sandra G""]",1,"[""aff_022d1e64f078b3df""]"
30895594,Keifman E,"[""Keifman Ettel""]",2,"[""aff_17d960832bed61b8"", ""aff_9925f4777f1cdf64""]"
30895594,Moratalla R,"[""Moratalla Rosario""]",2,"[""aff_17d960832bed61b8"", ""aff_3e518a1ad80af884""]"
30895594,Murer M,"[""Murer Mario Gustavo""]",1,"[""aff_9925f4777f1cdf64""]"
30895594,Pafundo D,"[""Pafundo Diego Esteban""]",1,"[""aff_9925f4777f1cdf64""]"
30895594,Paz R,"[""Paz Rodrigo Manuel""]",1,"[""aff_9925f4777f1cdf64""]"
30895594,Ruiz-DeDiego I,"[""Ruiz-DeDiego Irene""]",2,"[""aff_17d960832bed61b8"", ""aff_3e518a1ad80af884""]"
30895594,Solis O,"[""Solís Oscar""]",2,"[""aff_17d960832bed61b8"", ""aff_3e518a1ad80af884""]"
31018904,Damiano A,"[""Damiano Alicia E""]",1,"[""aff_8996ed8fa46943e2""]"
31018904,Etcheverry T,"[""Etcheverry Tomás""]",1,"[""aff_df5f06122e65ed2c""]"
31018904,Farina M,"[""Farina Mariana""]",1,"[""aff_df5f06122e65ed2c""]"
31018904,Martinez N,"[""Martínez Nora""]",1,"[""aff_8ae69a3436b95c1b""]"
31018904,Reppetti J,"[""Reppetti Julieta""]",1,"[""aff_333fa58bbbfec23e""]"
31018904,Sierra M,"[""Sierra Matías N""]",1,"[""aff_05cd3718da2b1b3a""]"
31057366,Blake M,"[""Blake Mariano G""]",1,"[""aff_9a13372647178713""]"
31057366,Boccia M,"[""Boccia Mariano M""]",1,"[""aff_9da4b1c9d652062a""]"
31057366,Feld M,"[""Feld Mariana""]",1,"[""aff_d7343d8c878c41da""]"
31057366,Krawczyk M,"[""Krawczyk Maria C""]",1,"[""aff_9da4b1c9d652062a""]"
31057366,Millan J,"[""Millan Julieta""]",1,"[""aff_9da4b1c9d652062a""]"
31068973,Igaz L,"[""Igaz Lionel M""]",1,"[""aff_2691fdc14f90d42d""]"
31068973,Nieva G,"[""Nieva Gabriela V""]",1,"[""aff_2691fdc14f90d42d""]"
31068973,Silva P,"[""Silva Pablo R""]",1,"[""aff_2691fdc14f90d42d""]"
31396108,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_1a12fec5ff3f588b"", ""aff_385bd095785cb599""]"
31396108,Escudero C,"[""Escudero Carlos""]",1,"[""aff_975f4afdcdf4876f""]"
31396108,Galaviz-Hernandez C,"[""Galaviz-Hernandez Carlos""]",1,"[""aff_3e56710cb54942fc""]"
31396108,Giachini F,"[""Giachini Fernanda Regina""]",1,"[""aff_83418c87b4dbaab1""]"
31396108,RIVA-TREM,"[""""]",0,[]
31521898,Capurro C,"[""Capurro Claudia""]",1,"[""aff_3294c07e1816b6ec""]"
31521898,Carre E,"[""Carre Emmanuelle""]",1,"[""aff_7aa00326aad39b72""]"
31521898,Fernandez J,"[""Fernández Juan Manuel""]",1,"[""aff_1cd98c6256c9099c""]"
31521898,Fullana J,"[""Fullana José María""]",1,"[""aff_6061c4ec47ed9ba5""]"
31521898,Gaudric J,"[""Gaudric Julien""]",1,"[""aff_b256fd7517996fdd""]"
31521898,Politi M,"[""Politi María Teresa""]",1,"[""aff_38c6744abfe62a7f""]"
31521941,Armentano R,"[""Armentano Ricardo""]",1,"[""aff_cd0ccf7de65e68f7""]"
31521941,Capurro C,"[""Capurro Claudia""]",1,"[""aff_8b05b6e60d3ecbed""]"
31521941,Fernandez J,"[""Fernández Juan Manuel""]",1,"[""aff_8b05b6e60d3ecbed""]"
31521941,Gaudric J,"[""Gaudric Julien""]",1,"[""aff_6e9e07724266a76a""]"
31521941,Ghigo A,"[""Ghigo Arthur""]",1,"[""aff_1cc9679f42059533""]"
31521941,Lagree P,"[""Lagrée Pierre-Yves""]",1,"[""aff_9d1c913a37128267""]"
31521941,Politi M,"[""Politi María Teresa""]",1,"[""aff_1642627823f6abd2""]"
31521941,Ventre J,"[""Ventre Jeanne""]",1,"[""aff_efb0f5bfb027f5fc""]"
31535145,Bortman G,"[""Bortman Guillermo""]",1,"[""aff_cb96a252c9ab90c4""]"
31535145,Capurro C,"[""Capurro Claudia""]",1,"[""aff_b8b69b676151d554""]"
31535145,Ferreyra R,"[""Ferreyra Raúl""]",1,"[""aff_cb96a252c9ab90c4""]"
31535145,Morales C,"[""Morales Celina""]",1,"[""aff_9888c3ae0d9378ec""]"
31535145,Netti V,"[""Netti Vanina""]",1,"[""aff_b8b69b676151d554""]"
31535145,Ochoa F,"[""Ochoa Federico""]",1,"[""aff_b8b69b676151d554""]"
31535145,Piazza A,"[""Piazza Antonio""]",1,"[""aff_fb3588a7ecd129d3""]"
31535145,Politi M,"[""Politi María Teresa""]",1,"[""aff_b8b69b676151d554""]"
31535145,Sanjuan N,"[""Sanjuan Norberto""]",1,"[""aff_e27b091ce60a2f65""]"
31541456,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_385bd095785cb599"", ""aff_f7ce6acbfa6c593b""]"
31541456,Martinez N,"[""Martínez Nora""]",1,"[""aff_f7ce6acbfa6c593b""]"
31541456,Medina Y,"[""Medina Yollyseth""]",1,"[""aff_f7ce6acbfa6c593b""]"
31541456,Reca A,"[""Reca Alejandra""]",1,"[""aff_f7ce6acbfa6c593b""]"
31541456,Reppetti J,"[""Reppetti Julieta""]",1,"[""aff_f7ce6acbfa6c593b""]"
31541456,Seyahian E,"[""Seyahian E Abril""]",1,"[""aff_f7ce6acbfa6c593b""]"
31541456,Szpilbarg N,"[""Szpilbarg Natalia""]",1,"[""aff_f7ce6acbfa6c593b""]"
31628683,Beltramone N,"[""Beltramone Natalia""]",1,"[""aff_94c8b74534ecaf74""]"
31628683,Capurro C,"[""Capurro Claudia""]",1,"[""aff_94c8b74534ecaf74""]"
31628683,Di Giusto G,"[""Di Giusto Gisela""]",1,"[""aff_94c8b74534ecaf74""]"
31628683,Ford P,"[""Ford Paula""]",1,"[""aff_94c8b74534ecaf74""]"
31628683,Pizzoni A,"[""Pizzoni Alejandro""]",1,"[""aff_94c8b74534ecaf74""]"
31628683,Rivarola V,"[""Rivarola Valeria""]",1,"[""aff_94c8b74534ecaf74""]"
31628683,White A,"[""White Alan""]",1,"[""aff_94c8b74534ecaf74""]"
31630412,Beckman D,"[""Beckman Danielle""]",1,"[""aff_f81c872bc5ed5af1""]"
31630412,Bocai N,"[""Bocai Nadia I""]",2,"[""aff_67c8cf5c8edf7250"", ""aff_b680313360492a21""]"
31630412,Chedotal A,"[""Chédotal Alain""]",1,"[""aff_af6801709a9591c7""]"
31630412,Chiou B,"[""Chiou Brian""]",1,"[""aff_ff718d7d60ed84db""]"
31630412,Davimes J,"[""Davimes Joshua""]",1,"[""aff_adb9f1bc36876038""]"
31630412,Gomez G,"[""Gomez Gimena""]",1,"[""aff_800ebd1c62140adc""]"
31630412,Grassi S,"[""Grassi Sara""]",1,"[""aff_74e9ac3a4030955a""]"
31630412,Hoque A,"[""Hoque Ashfaqul""]",1,"[""aff_d948c44d632e4572""]"
31630412,Karikari T,"[""Karikari Thomas K""]",3,"[""aff_15be64a871c4ddaf"", ""aff_891224f51168c3c9"", ""aff_e2bb4fe4ec2a830f""]"
31630412,Kiffer F,"[""Kiffer Frederico""]",3,"[""aff_80c59da7f77a18cb"", ""aff_c4baa78702143c0e"", ""aff_e508bee9fda6ff68""]"
31630412,Lopez M,"[""Lopez Mary""]",1,"[""aff_99f2c717daaec750""]"
31630412,Lunghi G,"[""Lunghi Giulia""]",1,"[""aff_3c43c18269feb5ef""]"
31630412,Mazengenya P,"[""Mazengenya Pedzisai""]",1,"[""aff_94682e8fb3639705""]"
31630412,Meier S,"[""Meier Sonja""]",1,"[""aff_9f856431525c3406""]"
31630412,Olguin-Albuerne M,"[""Olguín-Albuerne Mauricio""]",1,"[""aff_7086b8256e5d4e68""]"
31630412,Oliveira M,"[""Oliveira Mauricio M""]",1,"[""aff_98f3de619b952624""]"
31630412,Paraiso-Luna J,"[""Paraíso-Luna Juan""]",2,"[""aff_9b97e19f8ff415b6"", ""aff_9df27d65029ec4f0""]"
31630412,Pradhan J,"[""Pradhan Jonu""]",1,"[""aff_c7f302c07042baf0""]"
31630412,Radiske A,"[""Radiske Andressa""]",1,"[""aff_e268971d5ebb3e38""]"
31630412,Ramos-Hryb A,"[""Ramos-Hryb Ana Belén""]",2,"[""aff_48c2cb670d671069"", ""aff_9c25b5dc2eed5261""]"
31630412,Ribeiro M,"[""Ribeiro Mayara C""]",1,"[""aff_bdcd738e07833b2b""]"
31630412,Roig-Puiggros S,"[""Roig-Puiggros Sergi""]",1,"[""aff_af6801709a9591c7""]"
31630412,Schellino R,"[""Schellino Roberta""]",1,"[""aff_dbacd4fc6d2a01dd""]"
31630412,Selles M,"[""Selles Maria Clara""]",1,"[""aff_4afa02bd543b8fc6""]"
31630412,Singh S,"[""Singh Shripriya""]",1,"[""aff_ff192471596a3be1""]"
31630412,Theotokis P,"[""Theotokis Paschalis""]",1,"[""aff_d5a93b9730de35cc""]"
31630412,Vigouroux R,"[""Vigouroux Robin J""]",1,"[""aff_af6801709a9591c7""]"
