pmid,autor,nombres_originales,n_filiaciones,filiacion_ids
34216588,Sevigny J,"[""Sévigny J""]",1,"[""aff_347fefd2a3c11b92""]"
34263427,Capurro C,"[""Capurro Claudia""]",1,"[""aff_52dbb8ed5ecef24b""]"
34263427,Di Giusto G,"[""Di Giusto Gisela""]",1,"[""aff_48edc3dce54b24f7""]"
34263427,Echevarria M,"[""Echevarría Miriam""]",1,"[""aff_075fd74b0cc4e63f""]"
34263427,Fernandez J,"[""Fernández Juan""]",1,"[""aff_48edc3dce54b24f7""]"
34263427,Ford P,"[""Ford Paula""]",1,"[""aff_48edc3dce54b24f7""]"
34263427,Garcia-Miranda P,"[""Garcia-Miranda Pablo""]",1,"[""aff_075fd74b0cc4e63f""]"
34263427,Melamud L,"[""Melamud Luciana""]",1,"[""aff_327b0e04b1986e2a""]"
34263427,Netti V,"[""Netti Vanina""]",1,"[""aff_48edc3dce54b24f7""]"
34267676,Bach C,"[""Bach Camila Werle""]",1,"[""aff_8e776c6beae99658""]"
34267676,Bomfim G,"[""Bomfim Gisele Facholi""]",1,"[""aff_ebccbd2cf582b74c""]"
34267676,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_6a132b6c9c092e49"", ""aff_aedca35129f0fa22""]"
34267676,Dela Justina V,"[""Dela Justina Vanessa""]",1,"[""aff_140c136b97d0eb17""]"
34267676,Dos Passos Junior R,"[""Dos Passos Junior Rinaldo Rodrigues""]",1,"[""aff_140c136b97d0eb17""]"
34267676,Giachini F,"[""Giachini Fernanda R""]",2,"[""aff_140c136b97d0eb17"", ""aff_8e776c6beae99658""]"
34267676,Lima V,"[""Lima Victor Vitorino""]",1,"[""aff_8e776c6beae99658""]"
34267676,Medina Y,"[""Medina Yollyseth""]",1,"[""aff_6a132b6c9c092e49""]"
34267676,Reppetti J,"[""Reppetti Julieta""]",1,"[""aff_6a132b6c9c092e49""]"
34267676,de Freitas R,"[""de Freitas Raiany Alves""]",1,"[""aff_140c136b97d0eb17""]"
34279203,Bernabeu R,"[""Bernabeu Ramón O""]",1,"[""aff_9e0b7b0a533d2188""]"
34279203,Faillace M,"[""Faillace Maria P""]",1,"[""aff_9e0b7b0a533d2188""]"
34293244,Alleva K,"[""Alleva Karina""]",2,"[""aff_35af8b21ccc80a8d"", ""aff_b7727a6b6fdce087""]"
34293244,Canessa Fortuna A,"[""Canessa Fortuna Agustina""]",1,"[""aff_b7727a6b6fdce087""]"
34293244,Chevriau J,"[""Chevriau Jonathan""]",1,"[""aff_35af8b21ccc80a8d""]"
34293244,Scochera F,"[""Scochera Florencia""]",1,"[""aff_b7727a6b6fdce087""]"
34293244,Soto G,"[""Soto Gabriela""]",2,"[""aff_209c5d4e00c323a6"", ""aff_e16498f6455db704""]"
34293244,Toriano R,"[""Toriano Roxana""]",1,"[""aff_56f3dfc518b305f1""]"
34293244,Zeida A,"[""Zeida Ari""]",1,"[""aff_11033125744a4a2c""]"
34293244,Zerbetto De Palma G,"[""Zerbetto De Palma Gerardo""]",3,"[""aff_35af8b21ccc80a8d"", ""aff_5ebe703ca5ab3d27"", ""aff_b7727a6b6fdce087""]"
34320266,Arrizurieta E,"[""Arrizurieta Elvira E""]",2,"[""aff_0c0d06b026218758"", ""aff_33703390530c752c""]"
34320266,Azurmendi P,"[""Azurmendi Pablo J""]",1,"[""aff_0c0d06b026218758""]"
34320266,Di Ciano L,"[""Di Ciano Luis A""]",1,"[""aff_0c0d06b026218758""]"
34320266,Goette N,"[""Goette Nora P""]",1,"[""aff_b6c61b8c5d4cbbc8""]"
34320266,Ibarra F,"[""Ibarra Fernando R""]",2,"[""aff_0c0d06b026218758"", ""aff_ea57fbba16f33c76""]"
34320266,Oddo E,"[""Oddo Elisabet M""]",1,"[""aff_0c0d06b026218758""]"
34320266,Silberstein C,"[""Silberstein Claudia""]",1,"[""aff_ea57fbba16f33c76""]"
34320266,Vlachovsky S,"[""Vlachovsky Sandra G""]",1,"[""aff_0c0d06b026218758""]"
34437406,Alvarez R,"[""Álvarez Romina S""]",1,"[""aff_c279eecb7c53fe7c""]"
34437406,Amaral M,"[""Amaral María M""]",1,"[""aff_c279eecb7c53fe7c""]"
34437406,Gomez F,"[""Gómez Fernando D""]",1,"[""aff_c279eecb7c53fe7c""]"
34437406,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_c279eecb7c53fe7c""]"
34437406,Paton A,"[""Paton Adrienne W""]",1,"[""aff_2b43aaeeb6afe199""]"
34437406,Paton J,"[""Paton James C""]",1,"[""aff_2b43aaeeb6afe199""]"
34437406,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_c279eecb7c53fe7c""]"
34437406,Zotta E,"[""Zotta Elsa""]",2,"[""aff_0583d5ae97783aaa"", ""aff_c279eecb7c53fe7c""]"
34619364,Blake M,"[""Blake M G""]",1,"[""aff_9a13372647178713""]"
34619364,Boccia M,"[""Boccia M M""]",1,"[""aff_3804ca8ac6f8c511""]"
34619364,Krawczyk M,"[""Krawczyk M C""]",1,"[""aff_9da4b1c9d652062a""]"
34619364,Millan J,"[""Millan J""]",1,"[""aff_9da4b1c9d652062a""]"
34649283,Della-Maggiore V,"[""Della-Maggiore Valeria""]",1,"[""aff_ea2467606c123986""]"
34649283,Perez-Chada D,"[""Perez-Chada Daniel""]",1,"[""aff_bf96513df3c3b76b""]"
34649283,Riquelme L,"[""Riquelme Luis A""]",1,"[""aff_ea2467606c123986""]"
34649283,Solano A,"[""Solano Agustín""]",1,"[""aff_ea2467606c123986""]"
34741225,Ballestero J,"[""Ballestero Jimena A""]",1,"[""aff_b1895623d35d2225""]"
34741225,Brughera A,"[""Brughera Andrew""]",2,"[""aff_08e1e3ae9c5aec56"", ""aff_b0db5227cb42e1e0""]"
34741225,McAlpine D,"[""McAlpine David""]",1,"[""aff_6b33c917f6338a57""]"
34804128,Beltramone N,"[""Beltramone Natalia""]",1,"[""aff_02db6c081cc77452""]"
34804128,Capurro C,"[""Capurro Claudia""]",1,"[""aff_02db6c081cc77452""]"
34804128,Garcia-Venzor A,"[""García-Venzor Alfredo""]",2,"[""aff_792f9b1c452818fc"", ""aff_9cff4d0cc8cde6bf""]"
34804128,Sanhueza Salas L,"[""Sanhueza Salas L Francisco""]",1,"[""aff_b89447045715e163""]"
34804128,Silberman D,"[""Silberman Dafne Magalí""]",1,"[""aff_b89447045715e163""]"
34804128,Toiber D,"[""Toiber Debra""]",2,"[""aff_792f9b1c452818fc"", ""aff_9cff4d0cc8cde6bf""]"
34822608,Amaral M,"[""Amaral María Marta""]",1,"[""aff_c814fbf537814cf0""]"
34822608,Chen G,"[""Chen Gang""]",1,"[""aff_3bf25a30ebbca5d3""]"
34822608,Ferreira R,"[""Ferreira Raíssa L""]",1,"[""aff_83905f8a70f2d6e5""]"
34822608,Gomez F,"[""Gómez Fernando D""]",1,"[""aff_c814fbf537814cf0""]"
34822608,Guth B,"[""Guth Beatriz E C""]",1,"[""aff_d849fe128e39f4f9""]"
34822608,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_c814fbf537814cf0""]"
34822608,Luz D,"[""Luz Daniela""]",1,"[""aff_83905f8a70f2d6e5""]"
34822608,Melo B,"[""Melo Bruna S""]",1,"[""aff_83905f8a70f2d6e5""]"
34822608,Moro A,"[""Moro Ana Maria""]",1,"[""aff_7a59e05520429531""]"
34822608,Piazza R,"[""Piazza Roxane M F""]",1,"[""aff_83905f8a70f2d6e5""]"
34822608,Presta A,"[""Presta Agostina""]",1,"[""aff_c814fbf537814cf0""]"
34822608,Quintilio W,"[""Quintilio Wagner""]",1,"[""aff_7a59e05520429531""]"
34822608,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_c814fbf537814cf0""]"
34822608,Sidhu S,"[""Sidhu Sachdev S""]",1,"[""aff_3bf25a30ebbca5d3""]"
34823607,Casabona J,"[""Casabona Juan Cruz""]",1,"[""aff_38607abed355923a""]"
34823607,Casalia M,"[""Casalia Mariana L""]",1,"[""aff_38607abed355923a""]"
34823607,Cavaliere Candedo V,"[""Cavaliere Candedo Verónica""]",1,"[""aff_38607abed355923a""]"
34823607,Consalvo D,"[""Consalvo Damian""]",1,"[""aff_6f86c1ba450584b3""]"
34823607,Cordoba M,"[""Córdoba Marta""]",1,"[""aff_6f86c1ba450584b3""]"
34823607,Farias M,"[""Farías María Isabel""]",1,"[""aff_38607abed355923a""]"
34823607,Garcia C,"[""García Corina""]",1,"[""aff_38607abed355923a""]"
34823607,Gonzalez J,"[""Gonzalez Joaquín""]",1,"[""aff_38607abed355923a""]"
34823607,Gonzalez Moron D,"[""Gonzalez Morón Dolores""]",1,"[""aff_6f86c1ba450584b3""]"
34823607,Kauffman M,"[""Kauffman Marcelo A""]",1,"[""aff_a4b0ef4c3a6aaafb""]"
34823607,Mostoslavsky G,"[""Mostoslavsky Gustavo""]",1,"[""aff_a6df7561a64897f4""]"
34823607,Murer M,"[""Murer Mario Gustavo""]",2,"[""aff_57833ca493b15fef"", ""aff_81be4ded416def6c""]"
34823607,Pasquini J,"[""Pasquini Juana""]",1,"[""aff_7ada5096bb8c32d8""]"
34823607,Pitossi F,"[""Pitossi Fernando J""]",1,"[""aff_267d8b1ab2df8257""]"
34823607,Quinta H,"[""Quintá Héctor Ramiro""]",1,"[""aff_61bccfa9e627bb1a""]"
34823607,Rela L,"[""Rela Lorena""]",2,"[""aff_57833ca493b15fef"", ""aff_81be4ded416def6c""]"
34823607,Urbano F,"[""Urbano Francisco J""]",1,"[""aff_3fe4da6e70ad25e8""]"
34900753,Alvarez R,"[""Álvarez Romina Soledad""]",1,"[""aff_ba7adaade4e443e2""]"
34900753,Amaral M,"[""Amaral María Marta""]",1,"[""aff_ba7adaade4e443e2""]"
34900753,Gomez F,"[""Gómez Fernando Daniel""]",1,"[""aff_ba7adaade4e443e2""]"
34900753,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_ba7adaade4e443e2""]"
34900753,Jancic C,"[""Jancic Carolina Cristina""]",2,"[""aff_6234f24add618aef"", ""aff_d483779fbf2abd07""]"
34900753,Keitelman I,"[""Keitelman Irene Angélica""]",1,"[""aff_d483779fbf2abd07""]"
34900753,Rosato M,"[""Rosato Micaela""]",1,"[""aff_d483779fbf2abd07""]"
34900753,Rosso D,"[""Rosso David Antonio""]",1,"[""aff_d483779fbf2abd07""]"
34900753,Shiromizu C,"[""Shiromizu Carolina Maiumi""]",1,"[""aff_d483779fbf2abd07""]"
34916412,Charif S,"[""Charif Santiago E""]",1,"[""aff_88385f429325171f""]"
34916412,Igaz L,"[""Igaz Lionel M""]",1,"[""aff_88385f429325171f""]"
34916412,Salvanal L,"[""Salvañal Lara""]",1,"[""aff_88385f429325171f""]"
34916412,Vassallu M,"[""Vassallu M Florencia""]",1,"[""aff_88385f429325171f""]"
34925067,Acosta L,"[""Acosta Lucas""]",1,"[""aff_938ef903b0dcdf81""]"
34925067,Bustamante J,"[""Bustamante Juanita""]",1,"[""aff_938ef903b0dcdf81""]"
34925067,Corominas A,"[""Corominas Ana""]",1,"[""aff_290ab18d5e62e5f9""]"
34925067,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_385bd095785cb599"", ""aff_a4de4d80af177a8d""]"
34925067,Medina Y,"[""Medina Yollyseth""]",1,"[""aff_a4de4d80af177a8d""]"
34925067,Reppetti J,"[""Reppetti Julieta""]",1,"[""aff_a4de4d80af177a8d""]"
34925067,Szpilbarg N,"[""Szpilbarg Natalia""]",1,"[""aff_a4de4d80af177a8d""]"
34930957,Kasanetz F,"[""Kasanetz Fernando""]",2,"[""aff_2aa41b5d0d38493e"", ""aff_cfa398c2f7c45cc2""]"
34930957,Nevian T,"[""Nevian Thomas""]",1,"[""aff_b0cb698222007017""]"
34933954,Beccaria J,"[""Beccaria Juan P""]",1,"[""aff_acfaf2648954bc70""]"
34933954,Belforte J,"[""Belforte Juan E""]",1,"[""aff_69fefdd980c043cf""]"
34933954,Keifman E,"[""Keifman Ettel""]",1,"[""aff_acfaf2648954bc70""]"
34933954,Murer M,"[""Murer M Gustavo""]",1,"[""aff_acfaf2648954bc70""]"
34933954,Pretell Annan C,"[""Pretell Annan Carlos A""]",1,"[""aff_acfaf2648954bc70""]"
34935149,Correale J,"[""Correale Jorge D""]",1,"[""aff_15fa33aa0c71b1c8""]"
34935149,Di Pietro A,"[""Di Pietro Anabella A""]",2,"[""aff_1f61b7d1e8047012"", ""aff_2ee24db3a253275f""]"
34935149,Igaz L,"[""Igaz Lionel M""]",1,"[""aff_121a02d5aa406bb6""]"
34935149,Marcora M,"[""Marcora María S""]",2,"[""aff_1f61b7d1e8047012"", ""aff_2ee24db3a253275f""]"
34935149,Marder M,"[""Marder Mariel""]",1,"[""aff_2ee24db3a253275f""]"
34935149,Pasquini J,"[""Pasquini Juana M""]",2,"[""aff_1f61b7d1e8047012"", ""aff_2ee24db3a253275f""]"
34935149,Pasquini L,"[""Pasquini Laura A""]",2,"[""aff_1f61b7d1e8047012"", ""aff_2ee24db3a253275f""]"
34935149,Silva Pinto P,"[""Silva Pinto Pablo""]",1,"[""aff_121a02d5aa406bb6""]"
34935149,Vence M,"[""Vence Marianela""]",1,"[""aff_2ee24db3a253275f""]"
34935149,Wies Mancini V,"[""Wies Mancini Victoria S B""]",2,"[""aff_1f61b7d1e8047012"", ""aff_2ee24db3a253275f""]"
34935149,de Olmos S,"[""de Olmos Soledad""]",1,"[""aff_1a0a99f6d0a6a226""]"
34938200,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_14f00333d118f1d3"", ""aff_385bd095785cb599""]"
34938200,Farina M,"[""Farina Mariana""]",1,"[""aff_640ef6f29986a67f""]"
34938200,Martinez N,"[""Martínez Nora Alicia""]",1,"[""aff_14f00333d118f1d3""]"
34938200,Medina Y,"[""Medina Yollyseth""]",1,"[""aff_14f00333d118f1d3""]"
34938200,Reppetti J,"[""Reppetti Julieta""]",1,"[""aff_14f00333d118f1d3""]"
34971959,Damiano A,"[""Damiano Alicia E""]",1,"[""aff_47b101bf1c47a8a3""]"
34971959,Di Paola M,"[""Di Paola Mauricio""]",1,"[""aff_e6f8767623d2ee8e""]"
34971959,Fernandez N,"[""Fernández Nazarena""]",1,"[""aff_385bd095785cb599""]"
34971959,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_12ac3af70018e9a3""]"
34971959,Sierra M,"[""Sierra Matías N""]",1,"[""aff_385bd095785cb599""]"
35095555,Balconi S,"[""Balconi Silvia""]",1,"[""aff_d8d0a73eff45e0a9""]"
35095555,Casale R,"[""Casale Roberto""]",1,"[""aff_d8d0a73eff45e0a9""]"
35095555,Corominas A,"[""Corominas Ana I""]",1,"[""aff_d8d0a73eff45e0a9""]"
35095555,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_bcee52ab4aca5753"", ""aff_fbec47c27962b8d3""]"
35095555,Farina M,"[""Farina Mariana""]",1,"[""aff_74202a3b4ad97943""]"
35095555,Martinez N,"[""Martínez Nora""]",1,"[""aff_fbec47c27962b8d3""]"
35095555,Medina Y,"[""Medina Yollyseth""]",1,"[""aff_fbec47c27962b8d3""]"
35217797,Ihidoype M,"[""Ihidoype Marina R""]",1,"[""aff_56b5e9617ab667c4""]"
35217797,Medina J,"[""Medina Jorge H""]",2,"[""aff_5b17cc643387a3df"", ""aff_e00bf8b996446a67""]"
35217797,Mendez P,"[""Mendez Pablo""]",1,"[""aff_34f2b01921c04dbe""]"
35217797,Pafundo D,"[""Pafundo Diego E""]",1,"[""aff_56b5e9617ab667c4""]"
35217797,Piriz J,"[""Piriz Joaquin""]",2,"[""aff_35db0d4197a4ad32"", ""aff_44d0bc32d8ec51d9""]"
35217797,Proulx C,"[""Proulx Christophe D""]",1,"[""aff_e9afc57afa059091""]"
35217797,Sachella T,"[""Sachella Tomas E""]",1,"[""aff_56b5e9617ab667c4""]"
35223548,Amaral M,"[""Amaral Maria Marta""]",1,"[""aff_a64f4c71e39ac2c2""]"
35223548,Ferreira R,"[""Ferreira Raissa Lozzardo""]",1,"[""aff_ba3322ed8eeeb13a""]"
35223548,Henrique C,"[""Henrique Camila""]",1,"[""aff_ba3322ed8eeeb13a""]"
35223548,Henrique I,"[""Henrique Izabella de Macedo""]",1,"[""aff_ba3322ed8eeeb13a""]"
35223548,Luz D,"[""Luz Daniela""]",1,"[""aff_ba3322ed8eeeb13a""]"
35223548,Piazza R,"[""Piazza Roxane Maria Fontes""]",1,"[""aff_ba3322ed8eeeb13a""]"
35223548,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_a64f4c71e39ac2c2""]"
35225229,'t Hart B,"[""'t Hart Bernard Marius""]",1,"[""aff_e30046423b1e2579""]"
35225229,Albert S,"[""Albert Scott T""]",2,"[""aff_c1843b289d883e8b"", ""aff_d040740adde29d9e""]"
35225229,Della-Maggiore V,"[""Della-Maggiore Valeria""]",1,"[""aff_707fd97b23105dbf""]"
35225229,Haith A,"[""Haith Adrian M""]",1,"[""aff_b2687fa9a6f7b61f""]"
35225229,Henriques D,"[""Henriques Denise""]",1,"[""aff_e30046423b1e2579""]"
35225229,Jang J,"[""Jang Jihoon""]",2,"[""aff_d040740adde29d9e"", ""aff_f8ac30ed5b0b9e5e""]"
35225229,Krakauer J,"[""Krakauer John W""]",3,"[""aff_b2687fa9a6f7b61f"", ""aff_bdd11945a8209b51"", ""aff_f068b2531bc4c253""]"
35225229,Lerner G,"[""Lerner Gonzalo""]",1,"[""aff_707fd97b23105dbf""]"
35225229,Modchalingam S,"[""Modchalingam Shanaathanan""]",1,"[""aff_e30046423b1e2579""]"
35225229,Shadmehr R,"[""Shadmehr Reza""]",1,"[""aff_d040740adde29d9e""]"
35368282,Della-Maggiore V,"[""Della-Maggiore Valeria""]",1,"[""aff_994bf80b6631b8fb""]"
35368282,Perez-Chada D,"[""Perez-Chada Daniel""]",1,"[""aff_07a0677273bc7e0d""]"
35368282,Riquelme L,"[""Riquelme Luis A""]",1,"[""aff_994bf80b6631b8fb""]"
35368282,Solano A,"[""Solano Agustín""]",1,"[""aff_994bf80b6631b8fb""]"
35431989,Alves de Freitas R,"[""Alves de Freitas Raiany""]",1,"[""aff_140c136b97d0eb17""]"
35431989,Ayala-Ramirez P,"[""Ayala-Ramírez Paola""]",1,"[""aff_a21cda2f65bbd7ee""]"
35431989,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_385bd095785cb599"", ""aff_a4de4d80af177a8d""]"
35431989,Escudero C,"[""Escudero Carlos""]",2,"[""aff_406c480d8d512641"", ""aff_b69a12a93c57d961""]"
35431989,Garcia-Robles R,"[""García-Robles Reggie""]",1,"[""aff_99c9d63d8ddecf4f""]"
35431989,Giachini F,"[""Giachini Fernanda R""]",2,"[""aff_140c136b97d0eb17"", ""aff_8e776c6beae99658""]"
35431989,Gonzalez M,"[""González Marcelo""]",2,"[""aff_406c480d8d512641"", ""aff_8d361cdeedd0afb5""]"
35431989,Quintero-Arciniegas L,"[""Quintero-Arciniegas Laura""]",2,"[""aff_75a132773bc86da1"", ""aff_99c9d63d8ddecf4f""]"
35535012,Murer M,"[""Murer Mario Gustavo""]",1,"[""aff_9925f4777f1cdf64""]"
35535012,Paz R,"[""Paz Rodrigo Manuel""]",1,"[""aff_9925f4777f1cdf64""]"
35535012,Rela L,"[""Rela Lorena""]",1,"[""aff_9925f4777f1cdf64""]"
35535012,Stahl A,"[""Stahl Agostina Mónica""]",1,"[""aff_9925f4777f1cdf64""]"
35535012,Tubert C,"[""Tubert Cecilia""]",1,"[""aff_9925f4777f1cdf64""]"
35561217,Morici J,"[""Morici Juan Facundo""]",1,"[""aff_ff0e67561ead5ad9""]"
35561217,Weisstaub N,"[""Weisstaub Noelia Victoria""]",1,"[""aff_ff0e67561ead5ad9""]"
35561217,Zold C,"[""Zold Camila Lidia""]",1,"[""aff_0e3d48147ff4a8c9""]"
35597334,Bekinschtein P,"[""Bekinschtein P""]",1,"[""aff_c8400eddd6dbfd7a""]"
35597334,Belluscio M,"[""Belluscio M""]",1,"[""aff_bf33407d92aaf19b""]"
35597334,Cicuttin G,"[""Cicuttin G""]",1,"[""aff_c8400eddd6dbfd7a""]"
35597334,Gallo F,"[""Gallo F T""]",1,"[""aff_c8400eddd6dbfd7a""]"
35597334,Miranda M,"[""Miranda M""]",1,"[""aff_c8400eddd6dbfd7a""]"
35597334,Morici J,"[""Morici J F""]",1,"[""aff_c8400eddd6dbfd7a""]"
35597334,Silva A,"[""Silva A""]",1,"[""aff_bf33407d92aaf19b""]"
35597334,Weisstaub N,"[""Weisstaub N V""]",1,"[""aff_80feb055149bc537""]"
35597334,Zold C,"[""Zold C""]",1,"[""aff_bf33407d92aaf19b""]"
35705598,Avaca H,"[""Avaca Horacio A""]",1,"[""aff_cf14e5784ad707d8""]"
35705598,Caceres Monie C,"[""Cáceres Monié César""]",1,"[""aff_cf14e5784ad707d8""]"
35705598,Chara O,"[""Chara Osvaldo""]",3,"[""aff_359e4207bf941d5d"", ""aff_72441bcd52dc4cdd"", ""aff_a2e2a28b8a1efb3c""]"
35705598,Fernandez J,"[""Fernández Juan M F""]",1,"[""aff_fb2f2c21c5e3ae4d""]"
35705598,Politi M,"[""Politi María T""]",1,"[""aff_45aa0a3dfc5dc338""]"
35705598,Schiavone M,"[""Schiavone Miguel""]",1,"[""aff_cf14e5784ad707d8""]"
35705598,Spagnuolo D,"[""Spagnuolo Damián N""]",1,"[""aff_fb2f2c21c5e3ae4d""]"
35705598,Tello Santacruz I,"[""Tello Santacruz Iván A""]",1,"[""aff_cf14e5784ad707d8""]"
35752429,Blake M,"[""Blake M G""]",1,"[""aff_9a13372647178713""]"
35752429,Boccia M,"[""Boccia M M""]",1,"[""aff_3804ca8ac6f8c511""]"
35752429,Krawczyk M,"[""Krawczyk M C""]",1,"[""aff_9da4b1c9d652062a""]"
35752429,Medina C,"[""Medina C""]",1,"[""aff_9da4b1c9d652062a""]"
35752429,Millan J,"[""Millan J""]",1,"[""aff_9da4b1c9d652062a""]"
35777525,Bernabeu R,"[""Bernabeu R""]",1,"[""aff_a9f9c1b68303a8e6""]"
35777525,Faillace M,"[""Faillace M P""]",1,"[""aff_156eeb45c47fc123""]"
35777525,Pisera-Fuster A,"[""Pisera-Fuster A""]",1,"[""aff_1007b2e6587aeb19""]"
35777525,Rocco L,"[""Rocco L""]",1,"[""aff_1007b2e6587aeb19""]"
35835234,Arenas-Mosquera D,"[""Arenas-Mosquera David""]",1,"[""aff_e5d64dc8908f15e1""]"
35835234,Berdasco C,"[""Berdasco Clara""]",1,"[""aff_e5d64dc8908f15e1""]"
35835234,Cangelosi A,"[""Cangelosi Adriana""]",1,"[""aff_dd369be1dcc731ce""]"
35835234,Cerny N,"[""Cerny Natacha""]",1,"[""aff_8dcc636beb191185""]"
35835234,De Marzi M,"[""De Marzi Mauricio""]",1,"[""aff_2390250633232927""]"
35835234,Geoghegan P,"[""Geoghegan Patricia Andrea""]",1,"[""aff_dd369be1dcc731ce""]"
35835234,Goldstein J,"[""Goldstein Jorge""]",1,"[""aff_cb1d3bba9a0916b7""]"
35835234,Malchiodi E,"[""Malchiodi Emilio Luis""]",1,"[""aff_74da111b63a2417e""]"
35835234,Pinto A,"[""Pinto Alipio""]",1,"[""aff_e5d64dc8908f15e1""]"
35853718,Anderson M,"[""Anderson Michael C""]",2,"[""aff_44ddd48de5771b8f"", ""aff_83d05cc4ffaf2479""]"
35853718,Bekinschtein P,"[""Bekinschtein Pedro""]",1,"[""aff_e4e005210b76d76f""]"
35853718,Gallo F,"[""Gallo Francisco Tomás""]",1,"[""aff_45714dc57ddf1917""]"
35853718,Miranda M,"[""Miranda Magdalena""]",1,"[""aff_45714dc57ddf1917""]"
35853718,Morici J,"[""Morici Juan Facundo""]",1,"[""aff_45714dc57ddf1917""]"
35853718,Silva A,"[""Silva Azul""]",1,"[""aff_7f822e3313d9d93f""]"
35853718,Weisstaub N,"[""Weisstaub Noelia V""]",1,"[""aff_45714dc57ddf1917""]"
35853718,Zanoni Saad M,"[""Zanoni Saad María Belén""]",1,"[""aff_45714dc57ddf1917""]"
35904906,Dorr R,"[""Dorr Ricardo A""]",1,"[""aff_9df55b7dca1e96d4""]"
35904906,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_ae16c3396c3429c3""]"
35904906,Silberstein C,"[""Silberstein Claudia""]",1,"[""aff_cc6746bd641f173d""]"
35904906,Toriano R,"[""Toriano Roxana""]",1,"[""aff_8aec74ffcaa01029""]"
35957815,Amaral M,"[""Amaral María Marta""]",1,"[""aff_778b94ed8eeeec62""]"
35957815,Casale R,"[""Casale Roberto""]",1,"[""aff_cfdd92b181a5643c""]"
35957815,Garimano N,"[""Garimano Nicolás""]",1,"[""aff_778b94ed8eeeec62""]"
35957815,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_778b94ed8eeeec62""]"
35957815,Leonino P,"[""Leonino Patricia""]",1,"[""aff_cfdd92b181a5643c""]"
35957815,Padola N,"[""Padola Nora Lia""]",1,"[""aff_15a54d093dac5480""]"
35957815,Pereyra A,"[""Pereyra Adriana""]",1,"[""aff_cfdd92b181a5643c""]"
35957815,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_778b94ed8eeeec62""]"
35957815,Sanz M,"[""Sanz Marcelo""]",1,"[""aff_15a54d093dac5480""]"
35957815,Scalise M,"[""Scalise María Luján""]",1,"[""aff_778b94ed8eeeec62""]"
35982602,Casal J,"[""Casal Juan J""]",1,"[""aff_fb48e4fef63deee0""]"
35982602,Dorr R,"[""Dorr Ricardo A""]",1,"[""aff_fb48e4fef63deee0""]"
35982602,Toriano R,"[""Toriano Roxana""]",1,"[""aff_fb48e4fef63deee0""]"
36004327,Amaral M,"[""Amaral María Marta""]",1,"[""aff_778b94ed8eeeec62""]"
36004327,Garimano N,"[""Garimano Nicolás""]",1,"[""aff_778b94ed8eeeec62""]"
36004327,Gomez F,"[""Gómez Fernando""]",1,"[""aff_778b94ed8eeeec62""]"
36004327,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_778b94ed8eeeec62""]"
36004327,Scalise M,"[""Scalise María Luján""]",1,"[""aff_778b94ed8eeeec62""]"
36117714,Damiano A,"[""Damiano Alicia E""]",3,"[""aff_385bd095785cb599"", ""aff_93130deb441cb8f0"", ""aff_a4de4d80af177a8d""]"
36117714,Escudero C,"[""Escudero Carlos""]",3,"[""aff_2fe1c297ffd88b23"", ""aff_6c3e9f942b0e008a"", ""aff_93130deb441cb8f0""]"
36117714,Galaviz-Hernandez C,"[""Galaviz-Hernandez Carlos""]",2,"[""aff_7f5ceab98bd48c7c"", ""aff_93130deb441cb8f0""]"
36117714,Garcia-Robles R,"[""García-Robles Reggie""]",2,"[""aff_93130deb441cb8f0"", ""aff_d021534fc37a5a01""]"
36117714,Giachini F,"[""Giachini Fernanda Regina""]",2,"[""aff_8e776c6beae99658"", ""aff_93130deb441cb8f0""]"
36166246,Colazo A,"[""Colazo Anabella""]",1,"[""aff_a966b07114e8a21b""]"
36166246,Liern M,"[""Liern Miguel""]",1,"[""aff_7e60091ebb6e539c""]"
36166246,Vallejo G,"[""Vallejo Graciela""]",1,"[""aff_a966b07114e8a21b""]"
36166246,Zotta E,"[""Zotta Elsa""]",1,"[""aff_f6d92ce8a4c60f3e""]"
36227397,Berdasco C,"[""Berdasco Clara""]",2,"[""aff_d6c8886602313529"", ""aff_e20f984e26c57db0""]"
36227397,Blake M,"[""Blake Mariano G""]",2,"[""aff_60dafe0ed3a8afdd"", ""aff_e20f984e26c57db0""]"
36227397,Cangelosi A,"[""Cangelosi Adriana""]",1,"[""aff_766cb72e0d3f027d""]"
