Author1,Author2,Weight
Cervetto V,Triguy J,1
Ciotti A,De Carli M,1
Ciotti A,De Carli D,1
Ciotti A,Cosentino M,1
Cervetto V,Zold C,1
Cervetto V,Villalba C,1
Cervetto V,Vainstein E,1
Cervetto V,Vaccarello M,1
Cervetto V,Urrutia L,1
Cazalas M,Vaccarello M,1
Cazalas M,Triguy J,1
Ballester C,Cosentino M,1
Cazalas M,Tolin A,1
Ballester C,Vaccarello M,1
Ballester C,Urrutia L,1
Ballester C,Triguy J,1
Ballester C,Tolin A,1
Ballester C,Sicurello M,1
Ballester C,Sardella A,1
Ballester C,Roggiero G,1
Ballester C,Rios Leiva C,1
Ballester C,Pena S,1
Ballester C,Murer M,1
Ballester C,Manso P,1
Ballester C,Magliola R,1
Ballester C,Hortas M,1
Ballester C,Gonzalez G,1
Ballester C,Goldsman A,1
Ballester C,Goldaracena P,1
Ballester C,Fabi M,1
Ballester C,EMSKC Group,1
Ballester C,De Carli M,1
Ballester C,Vainstein E,1
Ballester C,Villalba C,1
Ballester C,Zold C,1
Cazalas M,Hortas M,1
Cazalas M,Sicurello M,1
Cazalas M,Sardella A,1
Cazalas M,Roggiero G,1
Cazalas M,Rios Leiva C,1
Cazalas M,Pena S,1
Cazalas M,Murer M,1
Cazalas M,Manso P,1
Cazalas M,Magliola R,1
Cazalas M,Gonzalez G,1
Cazalas M,Cervetto V,1
Cazalas M,Goldsman A,1
Cazalas M,Goldaracena P,1
Cazalas M,Fabi M,1
Cazalas M,EMSKC Group,1
Cazalas M,De Carli M,1
Cazalas M,De Carli D,1
Cazalas M,Cosentino M,1
Cazalas M,Ciotti A,1
Ciotti A,Rios Leiva C,1
Ciotti A,Roggiero G,1
Ciotti A,Sardella A,1
Ciotti A,Sicurello M,1
De Carli M,Rios Leiva C,1
De Carli M,Pena S,1
De Carli M,Murer M,1
De Carli M,Manso P,1
De Carli M,Magliola R,1
De Carli M,Hortas M,1
De Carli M,Gonzalez G,1
De Carli M,Goldsman A,1
De Carli M,Goldaracena P,1
De Carli M,Fabi M,1
De Carli M,EMSKC Group,1
De Carli D,Zold C,1
De Carli D,Villalba C,1
De Carli D,Vainstein E,1
De Carli D,Vaccarello M,1
De Carli D,Urrutia L,1
De Carli D,Triguy J,1
De Carli D,Tolin A,1
De Carli D,Sicurello M,1
De Carli M,Roggiero G,1
De Carli M,Sardella A,1
De Carli M,Sicurello M,1
EMSKC Group,Gonzalez G,1
EMSKC Group,Sardella A,1
EMSKC Group,Roggiero G,1
EMSKC Group,Rios Leiva C,1
EMSKC Group,Pena S,1
EMSKC Group,Murer M,1
EMSKC Group,Manso P,1
EMSKC Group,Magliola R,1
EMSKC Group,Hortas M,1
EMSKC Group,Goldsman A,1
De Carli M,Tolin A,1
EMSKC Group,Goldaracena P,1
EMSKC Group,Fabi M,1
De Carli M,Zold C,1
De Carli M,Villalba C,1
De Carli M,Vainstein E,1
De Carli M,Vaccarello M,1
De Carli M,Urrutia L,1
De Carli M,Triguy J,1
De Carli D,Sardella A,1
De Carli D,Roggiero G,1
De Carli D,Rios Leiva C,1
Cosentino M,EMSKC Group,1
Cosentino M,Murer M,1
Cosentino M,Manso P,1
Cosentino M,Magliola R,1
Cosentino M,Hortas M,1
Cosentino M,Gonzalez G,1
Cosentino M,Goldsman A,1
Cosentino M,Goldaracena P,1
Cosentino M,Fabi M,1
Cosentino M,De Carli M,1
Cosentino M,Rios Leiva C,1
Cosentino M,De Carli D,1
Ciotti A,Zold C,1
Ciotti A,Villalba C,1
Ciotti A,Vainstein E,1
Ciotti A,Vaccarello M,1
Ciotti A,Urrutia L,1
Ciotti A,Triguy J,1
Ciotti A,Tolin A,1
Cosentino M,Pena S,1
Cosentino M,Roggiero G,1
De Carli D,Pena S,1
De Carli D,EMSKC Group,1
De Carli D,Murer M,1
De Carli D,Manso P,1
De Carli D,Magliola R,1
De Carli D,Hortas M,1
De Carli D,Gonzalez G,1
De Carli D,Goldsman A,1
De Carli D,Goldaracena P,1
De Carli D,Fabi M,1
De Carli D,De Carli M,1
Cosentino M,Sardella A,1
Cosentino M,Zold C,1
Cosentino M,Villalba C,1
Cosentino M,Vainstein E,1
Cosentino M,Vaccarello M,1
Cosentino M,Urrutia L,1
Cosentino M,Triguy J,1
Cosentino M,Tolin A,1
Cosentino M,Sicurello M,1
Ballester C,De Carli D,1
Ballester C,Ciotti A,1
Casale R,Leonino P,1
Blake M,Pinto A,1
Correa F,Gironacci M,1
Correa F,Geoghegan P,1
Celi A,Pinto A,1
Celi A,Nunez M,1
Celi A,Goldstein J,1
Celi A,Gironacci M,1
Celi A,Geoghegan P,1
Celi A,Correa F,1
Carbajosa N,Pinto A,1
Carbajosa N,Nunez M,1
Carbajosa N,Goldstein J,1
Carbajosa N,Gironacci M,1
Carbajosa N,Geoghegan P,1
Carbajosa N,Correa F,1
Carbajosa N,Celi A,1
Cangelosi A,Nunez M,1
Cangelosi A,Gironacci M,1
Cangelosi A,Correa F,1
Cangelosi A,Celi A,1
Correa F,Goldstein J,1
Correa F,Nunez M,1
Correa F,Pinto A,1
Braz B,Paz R,1
Martinez M,Zold C,1
Coletti M,Zold C,1
Coletti M,Murer M,1
Coletti M,Martinez M,1
Keifman E,Tubert C,1
Coll C,Tubert C,1
Coll C,Paz R,1
Braz B,Tubert C,1
Braz B,Keifman E,1
Geoghegan P,Gironacci M,1
Braz B,Coll C,1
Belforte J,Coll C,1
Nunez M,Pinto A,1
Goldstein J,Nunez M,1
Gironacci M,Pinto A,1
Gironacci M,Nunez M,1
Gironacci M,Goldstein J,1
Geoghegan P,Nunez M,1
Cangelosi A,Carbajosa N,1
Blake M,Nunez M,1
Ballester C,Cervetto V,1
Blake M,Goldstein J,1
Padola N,Pereyra A,1
Leonino P,Scalise M,1
Leonino P,Sanz M,1
Leonino P,Sacerdoti F,1
Leonino P,Pereyra A,1
Leonino P,Padola N,1
Ibarra C,Sanz M,1
Ibarra C,Pereyra A,1
Ibarra C,Padola N,1
Ibarra C,Leonino P,1
Garimano N,Sanz M,1
Garimano N,Pereyra A,1
Garimano N,Padola N,1
Garimano N,Leonino P,1
Casale R,Scalise M,1
Casale R,Sanz M,1
Casale R,Sacerdoti F,1
Casale R,Pereyra A,1
Casale R,Padola N,1
Padola N,Sacerdoti F,1
Padola N,Sanz M,1
Padola N,Scalise M,1
Berdasco C,Correa F,1
Blake M,Gironacci M,1
Blake M,Geoghegan P,1
Blake M,Correa F,1
Blake M,Celi A,1
Blake M,Carbajosa N,1
Blake M,Cangelosi A,1
Berdasco C,Nunez M,1
Berdasco C,Gironacci M,1
Berdasco C,Celi A,1
Pereyra A,Sacerdoti F,1
Berdasco C,Carbajosa N,1
Berdasco C,Blake M,1
Gomez F,Scalise M,1
Garimano N,Gomez F,1
Sanz M,Scalise M,1
Sacerdoti F,Sanz M,1
Pereyra A,Scalise M,1
Pereyra A,Sanz M,1
Ackerman J,Affranchino N,1
Ackerman J,Baleani S,1
Ackerman J,Ballester C,1
Ackerman J,Cazalas M,1
Baleani S,De Carli M,1
Baleani S,De Carli D,1
Baleani S,Cosentino M,1
Baleani S,Ciotti A,1
Baleani S,Cervetto V,1
Baleani S,Cazalas M,1
Baleani S,Ballester C,1
Affranchino N,Zold C,1
Affranchino N,Villalba C,1
Affranchino N,Vainstein E,1
Affranchino N,Vaccarello M,1
Affranchino N,Urrutia L,1
Affranchino N,Triguy J,1
Affranchino N,Tolin A,1
Affranchino N,Sicurello M,1
Affranchino N,Sardella A,1
Affranchino N,Roggiero G,1
Affranchino N,Rios Leiva C,1
Affranchino N,Pena S,1
Baleani S,EMSKC Group,1
Baleani S,Fabi M,1
Baleani S,Goldaracena P,1
Baleani S,Sicurello M,1
Ballester C,Cazalas M,1
Baleani S,Zold C,1
Baleani S,Villalba C,1
Baleani S,Vainstein E,1
Baleani S,Vaccarello M,1
Baleani S,Urrutia L,1
Baleani S,Triguy J,1
Baleani S,Tolin A,1
Baleani S,Sardella A,1
Baleani S,Goldsman A,1
Baleani S,Roggiero G,1
Baleani S,Rios Leiva C,1
Baleani S,Pena S,1
Baleani S,Murer M,1
Baleani S,Manso P,1
Baleani S,Magliola R,1
Baleani S,Hortas M,1
Baleani S,Gonzalez G,1
Affranchino N,Murer M,1
Affranchino N,Manso P,1
Affranchino N,Magliola R,1
Ackerman J,Gonzalez G,1
Ackerman J,Sardella A,1
Ackerman J,Roggiero G,1
Ackerman J,Rios Leiva C,1
Ackerman J,Pena S,1
Ackerman J,Murer M,1
Ackerman J,Manso P,1
Ackerman J,Magliola R,1
Ackerman J,Hortas M,1
Ackerman J,Goldsman A,1
Ackerman J,Tolin A,1
Ackerman J,Goldaracena P,1
Ackerman J,Fabi M,1
Ackerman J,EMSKC Group,1
Ackerman J,De Carli M,1
Ackerman J,De Carli D,1
Ackerman J,Cosentino M,1
Ackerman J,Ciotti A,1
Ackerman J,Cervetto V,1
Ackerman J,Sicurello M,1
Ackerman J,Triguy J,1
Affranchino N,Hortas M,1
Affranchino N,Cosentino M,1
Affranchino N,Gonzalez G,1
Affranchino N,Goldsman A,1
Affranchino N,Goldaracena P,1
Affranchino N,Fabi M,1
Escudero P,on behalf RIVATREM,1
Affranchino N,EMSKC Group,1
Affranchino N,De Carli M,1
Affranchino N,De Carli D,1
Affranchino N,Ciotti A,1
Ackerman J,Urrutia L,1
Affranchino N,Cervetto V,1
Affranchino N,Cazalas M,1
Affranchino N,Ballester C,1
Affranchino N,Baleani S,1
Ackerman J,Zold C,1
Ackerman J,Villalba C,1
Ackerman J,Vainstein E,1
Ackerman J,Vaccarello M,1
Escudero P,Teran E,1
Hecht F,Henrich T,1
Galaviz-Hernandez C,Gonzalez-Ortiz M,1
West P,Wu H,1
Pinto A,Ramos-Aloi A,1
Goldstein J,Ramos-Aloi A,1
Arias L,Ramos-Aloi A,1
Arias L,Pinto A,1
Arias L,Goldstein J,1
Rivarola V,Sterba J,1
Ford P,Sterba J,1
Fanelli M,Sterba J,1
Fanelli M,Rivarola V,1
Fanelli M,Ford P,1
Di Giusto G,Sterba J,1
Di Giusto G,Fanelli M,1
Celi A,Sterba J,1
Celi A,Fanelli M,1
Casal J,Sterba J,1
Casal J,Fanelli M,1
Capurro C,Sterba J,1
Capurro C,Fanelli M,1
Beltramone N,Sterba J,1
Igaz L,Romussi S,1
Lacour A,Romussi S,1
Rayes D,Romussi S,1
Carrasquillo Y,Singh S,1
Perello M,Valdivia S,1
Perello M,Singh S,1
Perello M,Reynaldo M,1
Kasanetz F,Valdivia S,1
Kasanetz F,Singh S,1
Kasanetz F,Reynaldo M,1
Kasanetz F,Perello M,1
Carrasquillo Y,Valdivia S,1
Carrasquillo Y,Reynaldo M,1
Romussi S,Vassallu F,1
Carrasquillo Y,Perello M,1
Carrasquillo Y,Kasanetz F,1
Agostino P,Valdivia S,1
Agostino P,Singh S,1
Agostino P,Reynaldo M,1
Agostino P,Perello M,1
Agostino P,Kasanetz F,1
Agostino P,Carrasquillo Y,1
Beltramone N,Fanelli M,1
Walker A,Wu H,1
Galaviz-Hernandez C,Martin S,1
Walker A,West P,1
Robinson K,Vassallu F,1
Robinson K,Scotter E,1
Robinson K,San Gil R,1
Madrid San Martin L,Wu H,1
Madrid San Martin L,West P,1
Madrid San Martin L,Walker A,1
Madrid San Martin L,Venturato J,1
Madrid San Martin L,Vassallu F,1
Madrid San Martin L,Scotter E,1
Madrid San Martin L,San Gil R,1
Madrid San Martin L,Robinson K,1
Luan W,Wu H,1
Luan W,West P,1
Luan W,Walker A,1
Luan W,Venturato J,1
Luan W,Vassallu F,1
Luan W,Scotter E,1
Luan W,San Gil R,1
Luan W,Robinson K,1
Robinson K,Venturato J,1
Robinson K,Walker A,1
Robinson K,West P,1
Scotter E,West P,1
Venturato J,Wu H,1
Venturato J,West P,1
Venturato J,Walker A,1
Vassallu F,Wu H,1
Vassallu F,West P,1
Vassallu F,Walker A,1
Vassallu F,Venturato J,1
Scotter E,Wu H,1
Scotter E,Walker A,1
Robinson K,Wu H,1
Scotter E,Venturato J,1
Scotter E,Vassallu F,1
San Gil R,Wu H,1
San Gil R,West P,1
San Gil R,Walker A,1
San Gil R,Venturato J,1
San Gil R,Vassallu F,1
San Gil R,Scotter E,1
Reynaldo M,Singh S,1
Reynaldo M,Valdivia S,1
Singh S,Valdivia S,1
Azevedo V,Chatel J,1
Aguilar L,Cardenas F,1
Aguilar L,Canteras N,1
Aguilar L,Belforte J,1
Riboldi J,Viola H,1
Renfijes M,Viola H,1
Renfijes M,Riboldi J,1
Moncada D,Viola H,1
Moncada D,Riboldi J,1
Moncada D,Renfijes M,1
Iribarne J,Viola H,1
Iribarne J,Riboldi J,1
Iribarne J,Renfijes M,1
Iribarne J,Moncada D,1
Igaz L,Riboldi J,1
Igaz L,Renfijes M,1
Igaz L,Moncada D,1
Igaz L,Iribarne J,1
Cutrera N,Echevarria M,1
Cocca M,Echevarria M,1
Aguilar L,Carreira M,1
Aguilar L,Duenas Z,1
Aguilar L,Montiel J,1
Belforte J,Montiel J,1
Canteras N,Carreira M,1
Canteras N,Cardenas F,1
Belforte J,Sanchez-Vincitore L,1
Belforte J,Rodriguez-Labrada R,1
Belforte J,Rocha L,1
Belforte J,Ramos A,1
Belforte J,Pertusa M,1
Belforte J,Olazabal D,1
Belforte J,Duenas Z,1
Aguilar L,Olazabal D,1
Belforte J,Carreira M,1
Belforte J,Cardenas F,1
Belforte J,Canteras N,1
Aguilar L,Sanchez-Vincitore L,1
Aguilar L,Rodriguez-Labrada R,1
Aguilar L,Rocha L,1
Aguilar L,Ramos A,1
Aguilar L,Pertusa M,1
Mechali A,Rivarola V,1
Grippo A,Rivarola V,1
Grippo A,Mechali A,1
Chatel J,Vilela Rodrigues T,1
Marques da Silva W,Verano-Braga T,1
Henry C,Vilela Rodrigues T,1
Henry C,Verano-Braga T,1
Henry C,Marques da Silva W,1
Ferrary Americo M,Vilela Rodrigues T,1
Ferrary Americo M,Verano-Braga T,1
Ferrary Americo M,Marques da Silva W,1
Ferrary Americo M,Henry C,1
Chatel J,Verano-Braga T,1
Verano-Braga T,Vilela Rodrigues T,1
Chatel J,Marques da Silva W,1
Chatel J,Henry C,1
Chatel J,Ferrary Americo M,1
Azevedo V,Vilela Rodrigues T,1
Azevedo V,Verano-Braga T,1
Azevedo V,Marques da Silva W,1
Azevedo V,Henry C,1
Azevedo V,Ferrary Americo M,1
Marques da Silva W,Vilela Rodrigues T,1
Belluscio M,Marini M,1
Ford P,Mechali A,1
Capurro C,Grippo A,1
Ford P,Grippo A,1
Di Giusto G,Mechali A,1
Di Giusto G,Grippo A,1
Celi A,Mechali A,1
Celi A,Grippo A,1
Casal J,Mechali A,1
Casal J,Grippo A,1
Capurro C,Mechali A,1
Beltramone N,Mechali A,1
Marini M,Martinez M,1
Beltramone N,Grippo A,1
Stahl A,Taravini I,1
Paz R,Taravini I,1
Gomez G,Tubert C,1
Gomez G,Stahl A,1
Gomez G,Paz R,1
Belforte J,Stahl A,1
Marini M,Murer M,1
Luan W,Madrid San Martin L,1
Igaz L,Wu H,1
Igaz L,West P,1
Bademosi A,Wu H,1
Alvarez A,Palacios D,1
Alvarez A,Garcia-Robles R,1
Alvarez A,Cardona P,1
Pagani M,Pasquini J,1
Marcora M,Pagani M,1
Katz M,Pasquini J,1
Katz M,Pagani M,1
Katz M,Marcora M,1
Galo A,Pasquini J,1
Galo A,Pagani M,1
Galo A,Marcora M,1
Galo A,Katz M,1
Correale J,Pagani M,1
Correale J,Katz M,1
Correale J,Galo A,1
Bongiovanni V,Pasquini J,1
Bongiovanni V,Pagani M,1
Bongiovanni V,Marcora M,1
Bongiovanni V,Katz M,1
Ayala-Ramirez P,Cardona P,1
Ayala-Ramirez P,Palacios D,1
Cardona P,Damiano A,1
Bademosi A,Igaz L,1
Bademosi A,Walker A,1
Bademosi A,Venturato J,1
Bademosi A,Vassallu F,1
Bademosi A,Scotter E,1
Bademosi A,San Gil R,1
Bademosi A,Robinson K,1
Bademosi A,Madrid San Martin L,1
Bademosi A,Luan W,1
Bademosi A,Harutyunyan A,1
Cardona P,Garcia-Robles R,1
Bademosi A,Chye Y,1
Bademosi A,Chang M,1
Bademosi A,Cao M,1
Bademosi A,Brown-Wright H,1
Bademosi A,Blizzard C,1
Garcia-Robles R,Palacios D,1
Damiano A,Palacios D,1
Cardona P,Palacios D,1
Bongiovanni V,Galo A,1
Bongiovanni V,Correale J,1
Bodin D,Pasquini J,1
Garcia-Verdugo M,Lanciego J,1
Gustincich S,Rodriguez-Martin P,1
Gustincich S,Murer M,1
Gustincich S,Moratalla R,1
Gustincich S,Lanciego J,1
Gustincich S,Jercog P,1
Garcia-Verdugo M,Rodriguez-Martin P,1
Garcia-Verdugo M,Murer M,1
Garcia-Verdugo M,Moratalla R,1
Garcia-Verdugo M,Jercog P,1
Jercog P,Moratalla R,1
Garcia-Verdugo M,Gustincich S,1
Reynoso M,Sierra M,1
Fernandez N,Reynoso M,1
Di Paola M,Reynoso M,1
Castro Parodi M,Reynoso M,1
Jacobacci F,Solano A,1
Griffa G,Jacobacci F,1
De Pino G,Solano A,1
Jercog P,Lanciego J,1
Jercog P,Murer M,1
Bodin D,Pagani M,1
Bochicchio P,Katz M,1
Bodin D,Marcora M,1
Bodin D,Katz M,1
Bodin D,Galo A,1
Bodin D,Correale J,1
Bodin D,Bongiovanni V,1
Bochicchio P,Pasquini J,1
Bochicchio P,Pagani M,1
Bochicchio P,Marcora M,1
Bochicchio P,Galo A,1
Jercog P,Rodriguez-Martin P,1
Bochicchio P,Correale J,1
Bochicchio P,Bongiovanni V,1
Bochicchio P,Bodin D,1
Murer M,Rodriguez-Martin P,1
Moratalla R,Rodriguez-Martin P,1
Lanciego J,Rodriguez-Martin P,1
Lanciego J,Murer M,1
Lanciego J,Moratalla R,1
Bademosi A,West P,1
Blizzard C,Brown-Wright H,1
Igaz L,Walker A,1
Blizzard C,Cao M,1
Chye Y,Scotter E,1
Chye Y,San Gil R,1
Chye Y,Robinson K,1
Chye Y,Madrid San Martin L,1
Chye Y,Luan W,1
Chye Y,Igaz L,1
Chye Y,Harutyunyan A,1
Chang M,Wu H,1
Chang M,West P,1
Chang M,Walker A,1
Chang M,Venturato J,1
Chang M,Vassallu F,1
Chang M,Scotter E,1
Chang M,San Gil R,1
Chang M,Robinson K,1
Chang M,Madrid San Martin L,1
Chang M,Luan W,1
Chang M,Igaz L,1
Chang M,Harutyunyan A,1
Chye Y,Vassallu F,1
Chye Y,Venturato J,1
Chye Y,Walker A,1
Harutyunyan A,Walker A,1
Igaz L,Venturato J,1
Igaz L,Scotter E,1
Igaz L,San Gil R,1
Igaz L,Robinson K,1
Igaz L,Madrid San Martin L,1
Igaz L,Luan W,1
Harutyunyan A,Wu H,1
Harutyunyan A,West P,1
Harutyunyan A,Venturato J,1
Chye Y,West P,1
Harutyunyan A,Vassallu F,1
Harutyunyan A,Scotter E,1
Harutyunyan A,San Gil R,1
Harutyunyan A,Robinson K,1
Harutyunyan A,Madrid San Martin L,1
Harutyunyan A,Luan W,1
Harutyunyan A,Igaz L,1
Chye Y,Wu H,1
Chang M,Chye Y,1
Cao M,Wu H,1
Cao M,West P,1
Blizzard C,Vassallu F,1
Brown-Wright H,Harutyunyan A,1
Brown-Wright H,Chye Y,1
Brown-Wright H,Chang M,1
Brown-Wright H,Cao M,1
Blizzard C,Wu H,1
Blizzard C,West P,1
Blizzard C,Walker A,1
Blizzard C,Venturato J,1
Blizzard C,Scotter E,1
Brown-Wright H,Luan W,1
Blizzard C,San Gil R,1
Blizzard C,Robinson K,1
Blizzard C,Madrid San Martin L,1
Blizzard C,Luan W,1
Blizzard C,Igaz L,1
Blizzard C,Harutyunyan A,1
Blizzard C,Chye Y,1
Blizzard C,Chang M,1
Brown-Wright H,Igaz L,1
Brown-Wright H,Madrid San Martin L,1
Cao M,Walker A,1
Cao M,Harutyunyan A,1
Cao M,Venturato J,1
Cao M,Vassallu F,1
Cao M,Scotter E,1
Cao M,San Gil R,1
Cao M,Robinson K,1
Cao M,Madrid San Martin L,1
Cao M,Luan W,1
Cao M,Igaz L,1
Cao M,Chye Y,1
Brown-Wright H,Robinson K,1
Cao M,Chang M,1
Brown-Wright H,Wu H,1
Brown-Wright H,West P,1
Brown-Wright H,Walker A,1
Brown-Wright H,Venturato J,1
Brown-Wright H,Vassallu F,1
Brown-Wright H,Scotter E,1
Brown-Wright H,San Gil R,1
Canteras N,Duenas Z,1
Canteras N,Montiel J,1
Canteras N,Olazabal D,1
Garzon V,Targovnik H,1
Galaviz-Hernandez C,Valenzuela-Torres P,1
Galaviz-Hernandez C,Simental-Mendia L,1
Galaviz-Hernandez C,Reynoso M,1
Galaviz-Hernandez C,Marchat L,1
Escudero C,Valenzuela-Torres P,1
Escudero C,Simental-Mendia L,1
Escudero C,Reynoso M,1
Escudero C,Marchat L,1
Damiano A,Valenzuela-Torres P,1
Damiano A,Simental-Mendia L,1
Damiano A,Marchat L,1
Burgos C,Valenzuela-Torres P,1
Burgos C,Sosa-Macias M,1
Burgos C,Simental-Mendia L,1
Burgos C,Reynoso M,1
Burgos C,Marchat L,1
Burgos C,Galaviz-Hernandez C,1
Burgos C,Escudero C,1
Burgos C,Damiano A,1
Marchat L,Reynoso M,1
Marchat L,Simental-Mendia L,1
Marchat L,Sosa-Macias M,1
Dujovne N,Marques da Silva W,1
Garzon V,Marti J,1
Garzon V,Marques da Silva W,1
Garzon V,Lazzati J,1
Garzon V,Gomes Pio M,1
Dujovne N,Zappa J,1
Dujovne N,Targovnik H,1
Dujovne N,Rivolta C,1
Dujovne N,Marti J,1
Dujovne N,Lazzati J,1
Marchat L,Valenzuela-Torres P,1
Dujovne N,Gomes Pio M,1
Dujovne N,Garzon V,1
Sosa-Macias M,Valenzuela-Torres P,1
Simental-Mendia L,Valenzuela-Torres P,1
Simental-Mendia L,Sosa-Macias M,1
Reynoso M,Valenzuela-Torres P,1
Reynoso M,Sosa-Macias M,1
Reynoso M,Simental-Mendia L,1
Acurio J,Valenzuela-Torres P,1
Acurio J,Sosa-Macias M,1
Acurio J,Simental-Mendia L,1
Netti V,Vassallu F,1
Murer M,Salas-Prieto C,1
Moratalla R,Salas-Prieto C,1
Merino-Serrais P,Salas-Prieto C,1
Merino-Serrais P,Murer M,1
Merino-Serrais P,Moratalla R,1
Alberquilla S,Salas-Prieto C,1
Alberquilla S,Merino-Serrais P,1
Nieva G,Vassallu F,1
Netti V,Nieva G,1
Blanco M,Capurro C,1
Igaz L,Netti V,1
Depino A,Vassallu F,1
Depino A,Nieva G,1
Depino A,Netti V,1
Depino A,Igaz L,1
Miliwebsky E,Sidhu S,1
Miliwebsky E,Sacerdoti F,1
Miliwebsky E,Piazza R,1
Blanco M,Bortman G,1
Blanco M,Di Giusto G,1
Acurio J,Reynoso M,1
Di Giusto G,Politi M,1
Acurio J,Marchat L,1
Acurio J,Galaviz-Hernandez C,1
Acurio J,Escudero C,1
Acurio J,Damiano A,1
Acurio J,Burgos C,1
Fonseca S,Politi M,1
Fonseca S,Piazza A,1
Ferreyra R,Fonseca S,1
Di Giusto G,Piazza A,1
Blanco M,Ferreyra R,1
Di Giusto G,Fonseca S,1
Di Giusto G,Ferreyra R,1
Capurro C,Fonseca S,1
Bortman G,Fonseca S,1
Bortman G,Di Giusto G,1
Blanco M,Politi M,1
Blanco M,Piazza A,1
Blanco M,Fonseca S,1
Garzon V,Rivolta C,1
Garzon V,Zappa J,1
Marques da Silva W,Sacerdoti F,1
Gomes Pio M,Lazzati J,1
Bumaschny V,Naik A,1
Bumaschny V,Dezzutti L,1
Bumaschny V,Deaner N,1
Bumaschny V,Daven M,1
Bumaschny V,Daniels A,1
Breithaupt A,Sabbagh M,1
Breithaupt A,Possin K,1
Breithaupt A,Naik A,1
Breithaupt A,Dezzutti L,1
Breithaupt A,Deaner N,1
Breithaupt A,Daven M,1
Breithaupt A,Daniels A,1
Breithaupt A,Bumaschny V,1
Alzheimer's Association Innovation Roundtable,Sabbagh M,1
Alzheimer's Association Innovation Roundtable,Possin K,1
Alzheimer's Association Innovation Roundtable,Naik A,1
Alzheimer's Association Innovation Roundtable,Dezzutti L,1
Alzheimer's Association Innovation Roundtable,Deaner N,1
Alzheimer's Association Innovation Roundtable,Daven M,1
Bumaschny V,Possin K,1
Bumaschny V,Sabbagh M,1
Daniels A,Daven M,1
Deaner N,Dezzutti L,1
Naik A,Sabbagh M,1
Naik A,Possin K,1
Dezzutti L,Sabbagh M,1
Dezzutti L,Possin K,1
Dezzutti L,Naik A,1
Deaner N,Sabbagh M,1
Deaner N,Possin K,1
Deaner N,Naik A,1
Daven M,Sabbagh M,1
Daniels A,Deaner N,1
Daven M,Possin K,1
Daven M,Naik A,1
Daven M,Dezzutti L,1
Daven M,Deaner N,1
Daniels A,Sabbagh M,1
Daniels A,Possin K,1
Daniels A,Naik A,1
Daniels A,Dezzutti L,1
Alzheimer's Association Innovation Roundtable,Daniels A,1
Alzheimer's Association Innovation Roundtable,Bumaschny V,1
Alzheimer's Association Innovation Roundtable,Breithaupt A,1
Lazzati J,Zappa J,1
Rivolta C,Targovnik H,1
Marti J,Zappa J,1
Marti J,Targovnik H,1
Marti J,Rivolta C,1
Marques da Silva W,Zappa J,1
Marques da Silva W,Targovnik H,1
Marques da Silva W,Rivolta C,1
Marques da Silva W,Marti J,1
Lazzati J,Targovnik H,1
Targovnik H,Zappa J,1
Lazzati J,Rivolta C,1
Lazzati J,Marti J,1
Lazzati J,Marques da Silva W,1
Gomes Pio M,Zappa J,1
Gomes Pio M,Targovnik H,1
Gomes Pio M,Rivolta C,1
Gomes Pio M,Marti J,1
Gomes Pio M,Marques da Silva W,1
Rivolta C,Zappa J,1
Alexander A,Alford S,1
Alford S,Sabbagh M,1
Alford S,Alzheimer's Association Innovation Roundtable,1
Alford S,Possin K,1
Alford S,Naik A,1
Alford S,Dezzutti L,1
Alford S,Deaner N,1
Alford S,Daven M,1
Alford S,Daniels A,1
Alford S,Bumaschny V,1
Alford S,Breithaupt A,1
Alexander A,Sabbagh M,1
Alexander A,Alzheimer's Association Innovation Roundtable,1
Alexander A,Possin K,1
Alexander A,Naik A,1
Alexander A,Dezzutti L,1
Alexander A,Deaner N,1
Alexander A,Daven M,1
Alexander A,Daniels A,1
Alexander A,Bumaschny V,1
Alexander A,Breithaupt A,1
Marques da Silva W,Sidhu S,1
Marques da Silva W,Piazza R,1
Canteras N,Pertusa M,1
Lee H,Solano A,1
Galaviz-Hernandez C,Lazalde-Ramos B,1
Enriquez-Mendiola D,Vertiz-Hernandez A,1
Enriquez-Mendiola D,Sosa-Macias M,1
Enriquez-Mendiola D,Sifuentes-Garcia J,1
Enriquez-Mendiola D,Lazalde-Ramos B,1
Enriquez-Mendiola D,Galaviz-Hernandez C,1
Damiano A,Vertiz-Hernandez A,1
Damiano A,Sifuentes-Garcia J,1
Damiano A,Lazalde-Ramos B,1
Damiano A,Enriquez-Mendiola D,1
Barragan-Zuniga L,Vertiz-Hernandez A,1
Barragan-Zuniga L,Sifuentes-Garcia J,1
Barragan-Zuniga L,Lazalde-Ramos B,1
Barragan-Zuniga L,Enriquez-Mendiola D,1
Rodriguez-Labrada R,Sanchez-Vincitore L,1
Rocha L,Sanchez-Vincitore L,1
Rocha L,Rodriguez-Labrada R,1
Ramos A,Sanchez-Vincitore L,1
Ramos A,Rodriguez-Labrada R,1
Galaviz-Hernandez C,Sifuentes-Garcia J,1
Galaviz-Hernandez C,Vertiz-Hernandez A,1
Lazalde-Ramos B,Sifuentes-Garcia J,1
Casal J,Igaz L,1
Lopez M,Vassallu F,1
Lopez Ambrosioni F,Vassallu F,1
Lopez Ambrosioni F,Lopez M,1
Igaz L,Lopez M,1
