Author1,Author2,Weight
Marquez L,Velazquez N,1
Marquez L,Paton J,1
Marquez L,Paton A,1
Ibarra C,Velazquez N,1
Cammarota M,Weisstaub N,1
Gonzalez M,Katche C,1
Gonzalez M,Kramar C,1
Gonzalez M,Tomaiuolo M,1
Della-Maggiore V,Grafton S,1
Garcia H,Zotta E,1
Garcia H,Ibarra C,1
Garcia H,Gerhardt E,1
Cataldi A,Garcia H,1
Amigo N,Garcia H,1
Albanese A,Gerhardt E,1
Albanese A,Garcia H,1
Albanese A,Amigo N,1
Tomaiuolo M,Weisstaub N,1
Medina J,Tomaiuolo M,1
Kramar C,Weisstaub N,1
Kramar C,Tomaiuolo M,1
Kramar C,Medina J,1
Katche C,Tomaiuolo M,1
Katche C,Kramar C,1
Gonzalez M,Weisstaub N,1
Gomez G,Larramendy C,1
Gomez G,Spaans F,1
Gingrich J,Rivero-Echeto M,1
Forrester M,Karl A,1
Bustamante J,Czerniczyniec A,1
Karl A,Zotta E,1
Karl A,Trimarchi H,1
Karl A,Schiel A,1
Karl A,Rengel T,1
Karl A,Pomeranz V,1
Karl A,Muryan A,1
Karl A,Lombi F,1
Canzonieri R,Karl A,1
Czerniczyniec A,Karadayian A,1
Araoz A,Karl A,1
Andrews J,Karl A,1
Singh P,Zotta E,1
Singh P,Vilte D,1
Mercado E,Singh P,1
Manning S,Zotta E,1
Manning S,Vilte D,1
Manning S,Singh P,1
Cutrera R,Czerniczyniec A,1
Czerniczyniec A,Lombardi P,1
Gonzalez G,Larramendy C,1
Bisagno V,Rivero-Echeto M,1
Gingrich J,Goitia B,1
Garcia-Rill E,Weisstaub N,1
Garcia-Rill E,Urbano F,1
Garcia-Rill E,Rivero-Echeto M,1
Garcia-Rill E,Goitia B,1
Garcia-Rill E,Gingrich J,1
Bisagno V,Weisstaub N,1
Bisagno V,Urbano F,1
Bisagno V,Goitia B,1
Czerniczyniec A,Lores-Arnaiz S,1
Bisagno V,Gingrich J,1
Bisagno V,Garcia-Rill E,1
Damiano A,Dietrich V,1
Rivera F,Sacerdoti F,1
Repetto H,Rivera F,1
Ibarra C,Rivera F,1
Girard M,Rivera F,1
Amaral M,Rivera F,1
Manning S,Mercado E,1
Larzabal M,Zotta E,1
Larzabal M,Vilte D,1
Saborido M,Spaans F,1
Amigo N,Bentancor A,1
Faillace M,Zwiller J,1
Bernabeu R,Zwiller J,1
Capurro C,Garvin J,1
Cabral P,Garvin J,1
Cabral P,Capurro C,1
Spaans F,Taravini I,1
Saborido M,Taravini I,1
Murer M,Spaans F,1
Larzabal M,Singh P,1
Murer M,Saborido M,1
Larramendy C,Taravini I,1
Larramendy C,Spaans F,1
Larramendy C,Saborido M,1
Larramendy C,Murer M,1
Gonzalez G,Taravini I,1
Gonzalez G,Spaans F,1
Gonzalez G,Saborido M,1
Amigo N,Larzabal M,1
Amigo N,Manning S,1
Amigo N,Mercado E,1
Amigo N,Singh P,1
Larzabal M,Mercado E,1
Larzabal M,Manning S,1
Ibarra C,Singh P,1
Ibarra C,Manning S,1
Gerhardt E,Vilte D,1
Gerhardt E,Singh P,1
Gerhardt E,Mercado E,1
Gerhardt E,Manning S,1
Gerhardt E,Larzabal M,1
Cataldi A,Singh P,1
Cataldi A,Manning S,1
Bentancor A,Zotta E,1
Bentancor A,Singh P,1
Bentancor A,Manning S,1
Bentancor A,Larzabal M,1
Bentancor A,Gerhardt E,1
Amigo N,Vilte D,1
Franchi A,Toro A,1
Franchi A,Trigubo D,1
Leguizamon G,Seyahian A,1
Valino-Rivas L,Zotta E,1
Bentancor L,Da Rocha M,1
Bentancor L,Ciocchini A,1
Bentancor L,Briones G,1
Amaral M,Ugarte M,1
Amaral M,Trelles J,1
Amaral M,Landriel M,1
Amaral M,Ciocchini A,1
Amaral M,Briones G,1
Trimarchi H,Valino-Rivas L,1
Bentancor L,Landriel M,1
Stern A,Valino-Rivas L,1
Schiel A,Valino-Rivas L,1
Sanchez-Nino M,Valino-Rivas L,1
Rengel T,Valino-Rivas L,1
Pomeranz V,Valino-Rivas L,1
Politei J,Valino-Rivas L,1
Paulero M,Valino-Rivas L,1
Ortiz A,Valino-Rivas L,1
Bentancor L,Ibarra C,1
Bentancor L,Trelles J,1
Fernandez-Brando R,Trelles J,1
Ciocchini A,Fernandez-Brando R,1
Da Rocha M,Ugarte M,1
Da Rocha M,Trelles J,1
Da Rocha M,Landriel M,1
Ciocchini A,Ugarte M,1
Ciocchini A,Trelles J,1
Ciocchini A,Palermo M,1
Ciocchini A,Landriel M,1
Ciocchini A,Ibarra C,1
Ciocchini A,Da Rocha M,1
Bentancor L,Ugarte M,1
Briones G,Ugarte M,1
Briones G,Trelles J,1
Briones G,Palermo M,1
Briones G,Landriel M,1
Briones G,Ibarra C,1
Briones G,Fernandez-Brando R,1
Briones G,Da Rocha M,1
Briones G,Ciocchini A,1
Muryan A,Valino-Rivas L,1
Lombi F,Valino-Rivas L,1
Lombi F,Sanchez-Nino M,1
Costales-Collaguazo C,Iotti A,1
Iotti A,Rengel T,1
Iotti A,Pomeranz V,1
Iotti A,Paulero M,1
Iotti A,Muryan A,1
Iotti A,Lombi F,1
Iotti A,Iriarte R,1
Gonzalez-Hoyos I,Iotti A,1
Forrester M,Iotti A,1
Canzonieri R,Iotti A,1
Lombi F,Ortiz A,1
Romano A,Salles A,1
Krawczyk M,Salles A,1
Freudenthal R,Salles A,1
Freudenthal R,Romano A,1
Freudenthal R,Krawczyk M,1
Boccia M,Salles A,1
Boccia M,Freudenthal R,1
Blake M,Salles A,1
Iotti A,Schiel A,1
Iotti A,Stern A,1
Iotti A,Trimarchi H,1
Iotti A,Zotta E,1
Iriarte R,Valino-Rivas L,1
Forrester M,Valino-Rivas L,1
Costales-Collaguazo C,Valino-Rivas L,1
Canzonieri R,Valino-Rivas L,1
Jozefkowicz C,Sutka M,1
Jozefkowicz C,Ozu M,1
Goldman R,Sutka M,1
Goldman R,Ozu M,1
Goldman R,Jozefkowicz C,1
Canessa Fortuna A,Sutka M,1
Canessa Fortuna A,Ozu M,1
Canessa Fortuna A,Jozefkowicz C,1
Canessa Fortuna A,Goldman R,1
Alleva K,Sutka M,1
Alleva K,Ozu M,1
Alleva K,Jozefkowicz C,1
Alleva K,Goldman R,1
Fernandez-Brando R,Landriel M,1
Fernandez-Brando R,Ugarte M,1
Leguizamon G,Toro A,1
Ibarra C,Rivas M,1
Rivas M,Zolezzi G,1
Rivas M,Vilte D,1
Mercado E,Zolezzi G,1
Mercado E,Rivas M,1
Martorelli L,Zolezzi G,1
Martorelli L,Rivas M,1
Martorelli L,Mercado E,1
Ibarra C,Zolezzi G,1
Chinen I,Zolezzi G,1
Hussain Shuler M,Levy J,1
Chinen I,Vilte D,1
Chinen I,Rivas M,1
Chinen I,Mercado E,1
Chinen I,Martorelli L,1
Chinen I,Ibarra C,1
Cataldi A,Zolezzi G,1
Cataldi A,Rivas M,1
Cataldi A,Chinen I,1
Vilte D,Zolezzi G,1
Hussain Shuler M,Namboodiri V,1
Ibarra C,Landriel M,1
Alcala M,Escudero C,1
Alcala M,Sosa-Macias M,1
Alcala M,Roberts J,1
Alcala M,Ramos M,1
Alcala M,RIVA-TREM,1
Alcala M,Martinez N,1
Alcala M,Lima V,1
Alcala M,Giachini F,1
Alcala M,Galaviz-Hernandez C,1
Alcala M,Damiano A,1
Hussain Shuler M,Zold C,1
Alcala M,Clapes S,1
Alcala M,Calderon-Dominguez M,1
Alcala M,Cadavid A,1
Alcala M,Bueno J,1
Alcala M,Asturizaga P,1
Namboodiri V,Zold C,1
Levy J,Zold C,1
Levy J,Namboodiri V,1
Cantet R,Zolezzi G,1
Cantet R,Vilte D,1
Cantet R,Rivas M,1
Battista A,Bernabeu R,1
Bernabeu R,Venera G,1
Bejarano C,Venera G,1
Bejarano C,Medrano M,1
Bejarano C,Faillace M,1
Bejarano C,Bernabeu R,1
Battista A,Venera G,1
Battista A,Medrano M,1
Battista A,Faillace M,1
Battista A,Bejarano C,1
Cantet R,Mercado E,1
Trelles J,Ugarte M,1
Palermo M,Ugarte M,1
Palermo M,Trelles J,1
Landriel M,Ugarte M,1
Landriel M,Trelles J,1
Landriel M,Palermo M,1
Ibarra C,Ugarte M,1
Ibarra C,Trelles J,1
Faillace M,Venera G,1
Medrano M,Venera G,1
Alvarez R,Girard M,1
Alvarez R,Repetto H,1
Cantet R,Martorelli L,1
Cantet R,Ibarra C,1
Cantet R,Chinen I,1
Cantet R,Cataldi A,1
Bentancor A,Zolezzi G,1
Bentancor A,Rivas M,1
Bentancor A,Martorelli L,1
Bentancor A,Chinen I,1
Bentancor A,Cantet R,1
Albanese A,Zolezzi G,1
Albanese A,Rivas M,1
Albanese A,Martorelli L,1
Albanese A,Chinen I,1
Albanese A,Cantet R,1
Albanese A,Bentancor A,1
Girard M,Paton J,1
Girard M,Paton A,1
Blake M,Freudenthal R,1
Rela L,San Martin A,1
Pagani M,Rela L,1
Della-Maggiore V,Vargas C,1
Amodeo G,Ozu M,1
Amodeo G,Chara O,1
Saunier G,Vargas C,1
Rodrigues E,Vargas C,1
Rodrigues E,Saunier G,1
Nogueira-Campos A,Vargas C,1
Nogueira-Campos A,Saunier G,1
Nogueira-Campos A,Rodrigues E,1
Della-Maggiore V,Saunier G,1
Amodeo G,Vitali V,1
Della-Maggiore V,Rodrigues E,1
Della-Maggiore V,Nogueira-Campos A,1
De Oliveira L,Vargas C,1
De Oliveira L,Saunier G,1
De Oliveira L,Rodrigues E,1
De Oliveira L,Nogueira-Campos A,1
De Oliveira L,Della-Maggiore V,1
Tseng K,Tubert C,1
Amodeo G,Sutka M,1
Chara O,Ozu M,1
Gelb B,Rela L,1
Forrester M,Lombi M,1
Lombi M,Sanchez-Nino M,1
Lombi M,Rengel T,1
Lombi M,Pomeranz V,1
Lombi M,Politei J,1
Lombi M,Paulero M,1
Lombi M,Ortiz A,1
Lombi M,Muryan A,1
Iriarte R,Lombi M,1
Costales-Collaguazo C,Lombi M,1
Chara O,Sutka M,1
Canzonieri R,Lombi M,1
Andrews J,Sanchez-Nino M,1
Andrews J,Ortiz A,1
Andrews J,Lombi M,1
Andrews J,Costales-Collaguazo C,1
Sutka M,Vitali V,1
Ozu M,Vitali V,1
Chara O,Vitali V,1
Taravini I,Tseng K,1
Sanchez G,Tubert C,1
Sanchez G,Tseng K,1
Araoz A,Silberstein C,1
Avale M,Rela L,1
Avale M,Prost M,1
Avale M,Murer M,1
Avale M,Flores-Barrera E,1
Mejias M,Sacerdoti F,1
Bruballa A,Sacerdoti F,1
Ibarra F,Repetto H,1
Ibarra F,Marquez L,1
Araoz A,Repetto H,1
Sanchez G,Taravini I,1
Araoz A,Marquez L,1
Araoz A,Ibarra F,1
Toro A,Trigubo D,1
Seyahian A,Trigubo D,1
Seyahian A,Toro A,1
Martinez N,Trigubo D,1
Martinez N,Toro A,1
Leguizamon G,Trigubo D,1
Avale M,Sanchez G,1
Avale M,Taravini I,1
Avale M,Tseng K,1
Avale M,Tubert C,1
Rela L,Tseng K,1
Rela L,Sanchez G,1
Prost M,Tubert C,1
Prost M,Tseng K,1
Prost M,Taravini I,1
Prost M,Sanchez G,1
Prost M,Rela L,1
Murer M,Tseng K,1
Murer M,Sanchez G,1
Murer M,Prost M,1
Flores-Barrera E,Tubert C,1
Flores-Barrera E,Tseng K,1
Flores-Barrera E,Taravini I,1
Flores-Barrera E,Sanchez G,1
Flores-Barrera E,Rela L,1
Flores-Barrera E,Prost M,1
Flores-Barrera E,Murer M,1
Lombi M,Schiel A,1
Lombi M,Stern A,1
Lombi M,Trimarchi H,1
Paton J,Seyahian E,1
Kalstein M,Netti V,1
Ford P,Kalstein M,1
Fernandez J,Rivarola V,1
Fernandez J,Pizzoni A,1
Fernandez J,Kalstein M,1
Di Giusto G,Kalstein M,1
Capurro C,Kalstein M,1
Alfieri J,Silva P,1
Paton A,Seyahian E,1
Melendi S,Seyahian E,1
Oltra G,Zotta E,1
Oltra G,Seyahian E,1
Oltra G,Paton J,1
Oltra G,Paton A,1
Ochoa F,Seyahian E,1
Ochoa F,Paton J,1
Ochoa F,Paton A,1
Ochoa F,Oltra G,1
Kalstein M,Pizzoni A,1
Kalstein M,Rivarola V,1
Netti V,Rivarola V,1
Bernabeu R,Bruno-Blanch L,1
Martos Y,Murer M,1
Braz B,Martos Y,1
Belforte J,Martos Y,1
Beccaria J,Martos Y,1
Beccaria J,Braz B,1
Bejarano A,Pisera-Fuster A,1
Bejarano A,Medrano M,1
Bejarano A,Faillace M,1
Bejarano A,Bernabeu R,1
Pisera-Fuster A,Talevi A,1
Otero S,Talevi A,1
Otero S,Pisera-Fuster A,1
Bruno-Blanch L,Talevi A,1
Bruno-Blanch L,Pisera-Fuster A,1
Bruno-Blanch L,Otero S,1
Bernabeu R,Talevi A,1
Bernabeu R,Otero S,1
Melendi S,Zotta E,1
Melendi S,Paton J,1
Lombi M,Zotta E,1
Castro Parodi M,Zotta E,1
Hermes R,Ibarra C,1
Damiano A,Paton J,1
Damiano A,Paton A,1
Damiano A,Oltra G,1
Damiano A,Ochoa F,1
Damiano A,Melendi S,1
Damiano A,Lago N,1
Damiano A,Hermes R,1
Castro Parodi M,Seyahian E,1
Melendi S,Paton A,1
Castro Parodi M,Paton J,1
Castro Parodi M,Paton A,1
Castro Parodi M,Oltra G,1
Castro Parodi M,Ochoa F,1
Castro Parodi M,Melendi S,1
Castro Parodi M,Lago N,1
Castro Parodi M,Ibarra C,1
Castro Parodi M,Hermes R,1
Hermes R,Lago N,1
Hermes R,Melendi S,1
Hermes R,Ochoa F,1
Hermes R,Oltra G,1
Melendi S,Oltra G,1
Melendi S,Ochoa F,1
Lago N,Zotta E,1
Lago N,Seyahian E,1
Lago N,Paton J,1
Lago N,Paton A,1
Lago N,Oltra G,1
Lago N,Ochoa F,1
Lago N,Melendi S,1
Ibarra C,Oltra G,1
Ibarra C,Ochoa F,1
Ibarra C,Melendi S,1
Ibarra C,Lago N,1
Hermes R,Zotta E,1
Hermes R,Seyahian E,1
Hermes R,Paton J,1
Hermes R,Paton A,1
Gomez G,Suarez L,1
Moratalla R,Suarez L,1
Cavaliere Candedo V,Garcia C,1
Dare S,Hu N,1
Merlo E,Rodriguez Curt J,1
Hu N,Rodriguez Curt J,1
Hu N,Merlo E,1
Ekanem P,Rodriguez Curt J,1
Ekanem P,Merlo E,1
Ekanem P,Hu N,1
Dare S,Rodriguez Curt J,1
Dare S,Merlo E,1
Dare S,Ekanem P,1
Amarillo Y,Paz R,1
Berni J,Rodriguez Curt J,1
Berni J,Merlo E,1
Berni J,Hu N,1
Berni J,Ekanem P,1
Berni J,Dare S,1
Luchelli L,Vila A,1
Igaz L,Vila A,1
Igaz L,Luchelli L,1
Amarillo Y,Murer M,1
Amarillo Y,Rela L,1
Badin E,Montenegro M,1
Amaral M,Sodero S,1
Badin E,Larzabal M,1
Badin E,Kim A,1
Badin E,Ibarra C,1
Badin E,Gonzalez D,1
Badin E,Garimano N,1
Badin E,Diaz Vergara L,1
Badin E,Cataldi A,1
Badin E,Bernal A,1
Amaral M,Porporatto C,1
Amarillo Y,Stahl A,1
Amaral M,Montenegro M,1
Amaral M,Lespinard A,1
Amaral M,Larzabal M,1
Amaral M,Kim A,1
Amaral M,Gonzalez D,1
Amaral M,Diaz Vergara L,1
Amaral M,Badin E,1
Amarillo Y,Tubert C,1
Charif S,Vila A,1
Charif S,Luchelli L,1
Blaustein M,Vila A,1
Bazzi Z,Capurro C,1
Pizzoni A,Schwarzbaum P,1
Ford P,Schwarzbaum P,1
Di Giusto G,Schwarzbaum P,1
Capurro C,Schwarzbaum P,1
Bazzi Z,Rivarola V,1
Bazzi Z,Pizzoni A,1
Bazzi Z,Ford P,1
Bazzi Z,Di Giusto G,1
Alvarez C,Rivarola V,1
Blaustein M,Luchelli L,1
Alvarez C,Pizzoni A,1
Alvarez C,Ford P,1
Alvarez C,Di Giusto G,1
Alvarez C,Capurro C,1
Lerner G,Yeffal A,1
Valli F,Zotta E,1
Roguin L,Valli F,1
Marino J,Zotta E,1
Rivarola V,Schwarzbaum P,1
Accialini P,Loureiro F,1
Accialini P,Palligas M,1
Accialini P,Saraco N,1
Blaustein M,Igaz L,1
Blaustein M,Charif S,1
Camera A,Tomsic D,1
Belluscio M,Tomsic D,1
Belluscio M,Camera A,1
Palligas M,Saraco N,1
Martinez N,Saraco N,1
Martinez N,Palligas M,1
Loureiro F,Saraco N,1
Loureiro F,Palligas M,1
Loureiro F,Martinez N,1
Farina M,Saraco N,1
Farina M,Palligas M,1
Farina M,Loureiro F,1
Etcheverry T,Saraco N,1
Etcheverry T,Palligas M,1
Etcheverry T,Loureiro F,1
Badin E,Lespinard A,1
Badin E,Palermo M,1
Marino J,Roguin L,1
Kim A,Lespinard A,1
Larzabal M,Palermo M,1
Larzabal M,Montenegro M,1
Larzabal M,Lespinard A,1
Kim A,Sodero S,1
Kim A,Sacerdoti F,1
Kim A,Porporatto C,1
Kim A,Palermo M,1
Kim A,Montenegro M,1
Kim A,Larzabal M,1
Larzabal M,Sacerdoti F,1
Ibarra C,Sodero S,1
Ibarra C,Porporatto C,1
Ibarra C,Montenegro M,1
Ibarra C,Lespinard A,1
Ibarra C,Kim A,1
Gonzalez D,Sodero S,1
Gonzalez D,Sacerdoti F,1
Gonzalez D,Porporatto C,1
Larzabal M,Porporatto C,1
Larzabal M,Sodero S,1
Badin E,Porporatto C,1
Palermo M,Sodero S,1
Collavini S,Pascariello G,1
Collavini S,Nasimbera A,1
Collavini S,Kochen S,1
Collavini S,Donnelly-Kehoe P,1
Collavini S,Deleglise A,1
Sacerdoti F,Sodero S,1
Porporatto C,Sodero S,1
Porporatto C,Sacerdoti F,1
Palermo M,Porporatto C,1
Lespinard A,Montenegro M,1
Montenegro M,Sodero S,1
Montenegro M,Sacerdoti F,1
Montenegro M,Porporatto C,1
Montenegro M,Palermo M,1
Lespinard A,Sodero S,1
Lespinard A,Sacerdoti F,1
Lespinard A,Porporatto C,1
Lespinard A,Palermo M,1
Gonzalez D,Palermo M,1
Gonzalez D,Montenegro M,1
Gonzalez D,Lespinard A,1
Bernal A,Montenegro M,1
Cataldi A,Porporatto C,1
Cataldi A,Montenegro M,1
Cataldi A,Lespinard A,1
Cataldi A,Kim A,1
Cataldi A,Gonzalez D,1
Cataldi A,Diaz Vergara L,1
Bernal A,Sodero S,1
Bernal A,Porporatto C,1
Bernal A,Lespinard A,1
Gonzalez D,Larzabal M,1
Bernal A,Larzabal M,1
Bernal A,Kim A,1
Bernal A,Gonzalez D,1
Bernal A,Garimano N,1
Bernal A,Diaz Vergara L,1
Bernal A,Cataldi A,1
Badin E,Sodero S,1
Badin E,Sacerdoti F,1
Cataldi A,Sodero S,1
Diaz Vergara L,Garimano N,1
Diaz Vergara L,Gonzalez D,1
Diaz Vergara L,Ibarra C,1
Gonzalez D,Kim A,1
Gonzalez D,Ibarra C,1
Garimano N,Sodero S,1
Garimano N,Porporatto C,1
Garimano N,Montenegro M,1
Garimano N,Lespinard A,1
Garimano N,Larzabal M,1
Garimano N,Kim A,1
Garimano N,Gonzalez D,1
Diaz Vergara L,Sodero S,1
Diaz Vergara L,Sacerdoti F,1
Diaz Vergara L,Porporatto C,1
Diaz Vergara L,Palermo M,1
Diaz Vergara L,Montenegro M,1
Diaz Vergara L,Lespinard A,1
Diaz Vergara L,Larzabal M,1
Diaz Vergara L,Kim A,1
Marino J,Valli F,1
Garcia Vior M,Zotta E,1
Collavini S,Seoane P,1
Alvarez A,Souto P,1
Ayala-Ramirez P,Ribeiro I,1
Ayala-Ramirez P,Lima V,1
Ayala-Ramirez P,Ibarra C,1
Ayala-Ramirez P,Cadavid A,1
Ayala-Ramirez P,Bueno J,1
Ayala-Ramirez P,Borbely A,1
Alvarez A,Tanabe E,1
Alvarez A,Szasz T,1
Alvarez A,Sacerdoti F,1
Ayala-Ramirez P,Sacerdoti F,1
Alvarez A,Robles R,1
Alvarez A,Ribeiro I,1
Alvarez A,Lima V,1
Alvarez A,Ibarra C,1
Alvarez A,Giachini F,1
Alvarez A,Escudero C,1
Alvarez A,Cadavid A,1
Alvarez A,Bueno J,1
Ayala-Ramirez P,Robles R,1
Ayala-Ramirez P,Souto P,1
Cadavid A,Ibarra C,1
Borbely A,Souto P,1
Bueno J,Szasz T,1
Bueno J,Souto P,1
Bueno J,Sacerdoti F,1
Bueno J,Robles R,1
Bueno J,Ribeiro I,1
Bueno J,Ibarra C,1
Borbely A,Tanabe E,1
Borbely A,Szasz T,1
Borbely A,Sacerdoti F,1
Ayala-Ramirez P,Szasz T,1
Borbely A,Robles R,1
Borbely A,Ribeiro I,1
Borbely A,Lima V,1
Borbely A,Ibarra C,1
Borbely A,Escudero C,1
Borbely A,Cadavid A,1
Borbely A,Bueno J,1
Ayala-Ramirez P,Tanabe E,1
Alvarez A,Borbely A,1
Agudelo O,Tanabe E,1
Agudelo O,Szasz T,1
Ferran J,Trotta M,1
Pagani M,Ramos-Hryb A,1
Pagani M,Ramirez M,1
Lino-de-Oliveira C,Ramos-Hryb A,1
Lino-de-Oliveira C,Ramirez M,1
Lino-de-Oliveira C,Pagani M,1
Tavella M,Trotta M,1
Rubinstein M,Trotta M,1
Rubinstein M,Tavella M,1
Ferran J,Tavella M,1
Agudelo O,Souto P,1
Ferran J,Rubinstein M,1
Bumaschny V,Tavella M,1
Bumaschny V,Rubinstein M,1
Bumaschny V,Ferran J,1
Bello E,Trotta M,1
Bello E,Tavella M,1
Bello E,Ferran J,1
Bello E,Bumaschny V,1
Ramirez M,Ramos-Hryb A,1
Cattaneo V,Gelb B,1
Cattaneo V,Lew S,1
Cattaneo V,Pagani M,1
Agudelo O,Sacerdoti F,1
Agudelo O,Robles R,1
Agudelo O,Ribeiro I,1
Agudelo O,Lima V,1
Agudelo O,Ibarra C,1
Agudelo O,Giachini F,1
Agudelo O,Escudero C,1
Agudelo O,Damiano A,1
Agudelo O,Cadavid A,1
Agudelo O,Bueno J,1
Agudelo O,Borbely A,1
Agudelo O,Ayala-Ramirez P,1
Agudelo O,Alvarez A,1
Lew S,San Martin A,1
Lew S,Pagani M,1
Gelb B,Lew S,1
Cattaneo V,San Martin A,1
Bueno J,Tanabe E,1
Cadavid A,Ribeiro I,1
Garcia Vior M,Valli F,1
Basika T,Roguin L,1
Bollati-Fogolin M,Roguin L,1
Bollati-Fogolin M,Marino J,1
Bollati-Fogolin M,Garcia Vior M,1
Bollati-Fogolin M,Duhalde Vega M,1
Bollati-Fogolin M,Daghero H,1
Bollati-Fogolin M,Chiarante N,1
Basika T,Zotta E,1
Basika T,Valli F,1
Basika T,Marino J,1
Bollati-Fogolin M,Zotta E,1
Basika T,Garcia Vior M,1
Basika T,Duhalde Vega M,1
Basika T,Daghero H,1
Basika T,Chiarante N,1
Basika T,Bollati-Fogolin M,1
Szasz T,Tanabe E,1
Souto P,Tanabe E,1
Souto P,Szasz T,1
Bollati-Fogolin M,Valli F,1
Chiarante N,Daghero H,1
Cadavid A,Robles R,1
Daghero H,Valli F,1
Garcia Vior M,Roguin L,1
Garcia Vior M,Marino J,1
Duhalde Vega M,Zotta E,1
Duhalde Vega M,Valli F,1
Duhalde Vega M,Roguin L,1
Duhalde Vega M,Marino J,1
Duhalde Vega M,Garcia Vior M,1
Daghero H,Zotta E,1
Daghero H,Roguin L,1
Chiarante N,Duhalde Vega M,1
Daghero H,Marino J,1
Daghero H,Garcia Vior M,1
Daghero H,Duhalde Vega M,1
Chiarante N,Zotta E,1
Chiarante N,Valli F,1
Chiarante N,Roguin L,1
Chiarante N,Marino J,1
Chiarante N,Garcia Vior M,1
Sacerdoti F,Tanabe E,1
Sacerdoti F,Szasz T,1
Sacerdoti F,Souto P,1
Escudero C,Ribeiro I,1
Giachini F,Sacerdoti F,1
Giachini F,Robles R,1
Giachini F,Ribeiro I,1
Giachini F,Ibarra C,1
Escudero C,Tanabe E,1
Escudero C,Szasz T,1
Escudero C,Sacerdoti F,1
Escudero C,Robles R,1
Escudero C,Ibarra C,1
Robles R,Tanabe E,1
Damiano A,Tanabe E,1
Damiano A,Szasz T,1
Damiano A,Robles R,1
Damiano A,Ribeiro I,1
Cadavid A,Tanabe E,1
Cadavid A,Szasz T,1
Cadavid A,Souto P,1
Cadavid A,Sacerdoti F,1
Giachini F,Szasz T,1
Giachini F,Tanabe E,1
Ibarra C,Lima V,1
Ibarra C,Ribeiro I,1
Robles R,Szasz T,1
Robles R,Souto P,1
Robles R,Sacerdoti F,1
Ribeiro I,Tanabe E,1
Ribeiro I,Szasz T,1
Ribeiro I,Souto P,1
Ribeiro I,Sacerdoti F,1
Ribeiro I,Robles R,1
Lima V,Tanabe E,1
Lima V,Szasz T,1
Lima V,Sacerdoti F,1
Lima V,Robles R,1
Lima V,Ribeiro I,1
Ibarra C,Tanabe E,1
Ibarra C,Szasz T,1
Ibarra C,Souto P,1
Ibarra C,Robles R,1
Collavini S,Princich J,1
Collavini S,Vallejo-Azar M,1
Moratalla R,Taravini I,1
Chevriau J,Toriano R,1
Soto G,Zeida A,1
Soto G,Toriano R,1
Scochera F,Zerbetto De Palma G,1
Scochera F,Zeida A,1
Scochera F,Toriano R,1
Scochera F,Soto G,1
Chevriau J,Zerbetto De Palma G,1
Chevriau J,Zeida A,1
Chevriau J,Soto G,1
Toriano R,Zeida A,1
Chevriau J,Scochera F,1
Canessa Fortuna A,Zerbetto De Palma G,1
Canessa Fortuna A,Zeida A,1
Canessa Fortuna A,Toriano R,1
Canessa Fortuna A,Soto G,1
Canessa Fortuna A,Scochera F,1
Canessa Fortuna A,Chevriau J,1
Alleva K,Zerbetto De Palma G,1
Soto G,Zerbetto De Palma G,1
Toriano R,Zerbetto De Palma G,1
Garcia-Venzor A,Silberman D,1
Brughera A,McAlpine D,1
Capurro C,Toiber D,1
Capurro C,Silberman D,1
Capurro C,Sanhueza Salas L,1
Capurro C,Garcia-Venzor A,1
Beltramone N,Toiber D,1
Beltramone N,Silberman D,1
Beltramone N,Sanhueza Salas L,1
Beltramone N,Garcia-Venzor A,1
Ballestero J,McAlpine D,1
Zeida A,Zerbetto De Palma G,1
Ballestero J,Brughera A,1
Gomez F,Zotta E,1
Gomez F,Paton J,1
Gomez F,Paton A,1
Alvarez R,Zotta E,1
Arrizurieta E,Vlachovsky S,1
Arrizurieta E,Silberstein C,1
Arrizurieta E,Goette N,1
Alleva K,Zeida A,1
Alleva K,Toriano R,1
Alleva K,Soto G,1
Bomfim G,Dela Justina V,1
Damiano A,Dos Passos Junior R,1
Damiano A,Dela Justina V,1
Bomfim G,de Freitas R,1
Bomfim G,Reppetti J,1
Bomfim G,Medina Y,1
Bomfim G,Lima V,1
Bomfim G,Giachini F,1
Bomfim G,Dos Passos Junior R,1
Bomfim G,Damiano A,1
Alleva K,Scochera F,1
Bach C,de Freitas R,1
Bach C,Reppetti J,1
Bach C,Medina Y,1
Bach C,Lima V,1
Bach C,Giachini F,1
Bach C,Dos Passos Junior R,1
Bach C,Dela Justina V,1
Bach C,Damiano A,1
Damiano A,de Freitas R,1
Dela Justina V,Dos Passos Junior R,1
Dela Justina V,Giachini F,1
Dela Justina V,Lima V,1
Alleva K,Chevriau J,1
Reppetti J,de Freitas R,1
Medina Y,de Freitas R,1
Lima V,de Freitas R,1
Lima V,Reppetti J,1
Lima V,Medina Y,1
Giachini F,de Freitas R,1
Giachini F,Reppetti J,1
Giachini F,Medina Y,1
Dos Passos Junior R,de Freitas R,1
Dos Passos Junior R,Reppetti J,1
Dos Passos Junior R,Medina Y,1
Dos Passos Junior R,Lima V,1
Dos Passos Junior R,Giachini F,1
Dela Justina V,de Freitas R,1
Dela Justina V,Reppetti J,1
Dela Justina V,Medina Y,1
Garcia-Venzor A,Sanhueza Salas L,1
